drug_id,substance_id
EMA0017191,948
EMA0017192,948
EMA0017193,948
EMA0017194,3511
EMA0017195,948
EMA0017196,948
EMA0017197,948
EMA0017198,948
EMA0017199,264
EMA0017200,3512
EMA0017201,3513
EMA0017202,558
EMA0017203,468
EMA0017204,2092
EMA0017205,3514
EMA0017206,3515
EMA0017207,3378
EMA0017208,3378
EMA0017209,733
EMA0017210,1266
EMA0017211,3516
EMA0017212,3516
EMA0017213,3517
EMA0017214,3518
EMA0017215,3519
EMA0017216,3520
EMA0017217,3521
EMA0017218,3522
EMA0017219,3523
EMA0017220,3524
EMA0017221,438
EMA0017222,438
EMA0017222,439
EMA0017223,1682
EMA0017224,1562
EMA0017225,586
EMA0017226,485
EMA0017227,2333
EMA0017228,2886
EMA0017229,3525
EMA0017230,3525
EMA0017231,583
EMA0017232,3526
EMA0017233,286
EMA0017234,3527
EMA0017235,808
EMA0017236,3528
EMA0017237,202
EMA0017238,202
EMA0017239,19
EMA0017240,3529
EMA0017241,137
EMA0017242,2444
EMA0017243,2444
EMA0017244,2444
EMA0017245,2444
EMA0017246,541
EMA0017247,3530
EMA0017248,3452
EMA0017249,3452
EMA0017250,3452
EMA0017251,2708
EMA0017252,960
EMA0017253,960
EMA0017254,831
EMA0017255,3450
EMA0017256,3531
EMA0017257,3532
EMA0017258,233
EMA0017259,218
EMA0017260,275
EMA0017261,276
EMA0017262,3285
EMA0017263,3285
EMA0017264,3533
EMA0017265,622
EMA0017266,622
EMA0017267,622
EMA0017268,3432
EMA0017269,3534
EMA0017270,3
EMA0017271,2031
EMA0017272,3535
EMA0017273,3536
EMA0017274,3537
EMA0017275,2620
EMA0017276,3538
EMA0017277,1285
EMA0017278,1285
EMA0017279,1285
EMA0017280,1285
EMA0017281,3539
EMA0017282,3540
EMA0017283,3541
EMA0017284,3542
EMA0017285,3543
EMA0017286,3543
EMA0017287,3544
EMA0017288,3545
EMA0017289,3546
EMA0017290,3547
EMA0017291,622
EMA0017292,3100
EMA0017293,2610
EMA0017294,3548
EMA0017295,3549
EMA0017296,2908
EMA0017297,1370
EMA0017298,2908
EMA0017299,2908
EMA0017300,2908
EMA0017301,3283
EMA0017302,3550
EMA0017303,3551
EMA0017304,2904
EMA0017305,3552
EMA0017306,3553
EMA0017307,3554
EMA0017308,3555
EMA0017309,3556
EMA0017310,3557
EMA0017311,3558
EMA0017312,3293
EMA0017313,1562
EMA0017314,3559
EMA0017315,3560
EMA0017316,1668
EMA0017317,3560
EMA0017318,428
EMA0017319,428
EMA0017320,3561
EMA0017321,3561
EMA0017322,449
EMA0017323,3562
EMA0017324,3562
EMA0017325,3563
EMA0017326,3564
EMA0017327,542
EMA0017328,3565
EMA0017329,3566
EMA0017330,3567
EMA0017331,3567
EMA0017332,3568
EMA0017333,2010
EMA0017334,3569
EMA0017335,3570
EMA0017336,3571
EMA0017337,3572
EMA0017338,3573
EMA0017339,3574
EMA0017340,3575
EMA0017341,3576
EMA0017342,2302
EMA0017343,3577
EMA0017344,459
EMA0017345,1444
EMA0017346,459
EMA0017347,3578
EMA0017348,3579
EMA0017349,3243
EMA0017350,162
EMA0017351,185
EMA0017352,3580
EMA0017353,1600
EMA0017354,3581
EMA0017355,1600
EMA0017356,202
EMA0017357,202
EMA0017358,202
EMA0017359,3
EMA0017360,3
EMA0017361,3
EMA0017362,3
EMA0017363,1599
EMA0017364,1599
EMA0017365,1599
EMA0017366,3
EMA0017367,325
EMA0017368,3
EMA0017369,3
EMA0017370,3
EMA0017371,3
EMA0017372,3
EMA0017373,3
EMA0017374,3
EMA0017375,3
EMA0017376,3
EMA0017377,3
EMA0017378,3
EMA0017379,3
EMA0017380,3
EMA0017381,3
EMA0017382,3
EMA0017383,3
EMA0017384,3
EMA0017385,3
EMA0017386,3
EMA0017387,3
EMA0017388,3
EMA0017389,3
EMA0017390,3
EMA0017391,3
EMA0017392,3
EMA0017393,3
EMA0017394,3
EMA0017395,3
EMA0017396,3
EMA0017397,3
EMA0017398,3
EMA0017399,3
EMA0017400,3
EMA0017401,3
EMA0017402,3
EMA0017403,3
EMA0017404,3
EMA0017405,3
EMA0017406,3
EMA0017407,3
EMA0017408,3
EMA0017409,3
EMA0017410,3
EMA0017411,3
EMA0017412,3
EMA0017413,3
EMA0017414,3
EMA0017415,3
EMA0017416,3
EMA0017417,3
EMA0017418,3
EMA0017419,3
EMA0017420,3
EMA0017421,3
EMA0017422,3
EMA0017423,3
EMA0017424,3
EMA0017425,3
EMA0017426,3
EMA0017427,3
EMA0017428,3
EMA0017429,3
EMA0017430,3
EMA0017431,3
EMA0017432,3
EMA0017433,3
EMA0017434,3
EMA0017435,3
EMA0017436,3
EMA0017437,3
EMA0017438,3
EMA0017439,3
EMA0017440,3
EMA0017441,3
EMA0017442,3
EMA0017443,3
EMA0017444,3
EMA0017445,3
EMA0017446,3
EMA0017447,3
EMA0017448,3
EMA0017449,3
EMA0017450,3
EMA0017451,3
EMA0017452,3
EMA0017453,3
EMA0017454,3582
EMA0017455,3
EMA0017456,3
EMA0017457,3
EMA0017458,3
EMA0017459,3582
EMA0017460,3
EMA0017461,3
EMA0017462,3
EMA0017463,3
EMA0017464,3
EMA0017465,3
EMA0017466,3
EMA0017467,3
EMA0017468,3
EMA0017469,3
EMA0017470,3
EMA0017471,3
EMA0017472,3
EMA0017473,3
EMA0017474,3
EMA0017475,3
EMA0017476,3
EMA0017477,3
EMA0017478,3
EMA0017479,3
EMA0017480,3
EMA0017481,3
EMA0017482,3
EMA0017483,3
EMA0017484,3
EMA0017485,3
EMA0017486,3
EMA0017487,3
EMA0017488,3
EMA0017489,3
EMA0017490,3
EMA0017491,3
EMA0017492,3
EMA0017493,3
EMA0017494,3
EMA0017495,3
EMA0017496,3
EMA0017497,3
EMA0017498,3
EMA0017499,3
EMA0017500,3
EMA0017501,3
EMA0017502,3
EMA0017503,3
EMA0017504,3
EMA0017505,3
EMA0017506,3
EMA0017507,3
EMA0017508,3
EMA0017509,3
EMA0017510,3
EMA0017511,3
EMA0017512,3
EMA0017513,3
EMA0017514,3582
EMA0017515,3
EMA0017516,3
EMA0017517,3
EMA0017518,3
EMA0017519,3
EMA0017520,3
EMA0017521,3
EMA0017522,760
EMA0017523,479
EMA0017524,2207
EMA0017525,544
EMA0017526,3
EMA0017527,299
EMA0017528,3
EMA0017529,3
EMA0017530,2901
EMA0017531,3583
EMA0017532,3584
EMA0017533,369
EMA0017534,369
EMA0017535,369
EMA0017536,369
EMA0017537,3585
EMA0017538,276
EMA0017539,166
EMA0017540,166
EMA0017541,2337
EMA0017542,2783
EMA0017543,3586
EMA0017544,2337
EMA0017545,3586
EMA0017546,167
EMA0017547,167
EMA0017548,3586
EMA0017549,167
EMA0017550,166
EMA0017551,167
EMA0017552,3587
EMA0017553,1600
EMA0017554,1600
EMA0017555,1600
EMA0017556,1600
EMA0017557,1600
EMA0017558,1600
EMA0017559,1600
EMA0017560,3
EMA0017561,3
EMA0017562,3
EMA0017563,3
EMA0017564,3
EMA0017565,3
EMA0017566,3588
EMA0017567,3588
EMA0017568,3589
EMA0017569,3590
EMA0017570,3590
EMA0017571,1599
EMA0017572,3591
EMA0017573,396
EMA0017574,3592
EMA0017575,3593
EMA0017576,2866
EMA0017577,202
EMA0017578,192
EMA0017579,1808
EMA0017580,202
EMA0017581,202
EMA0017582,202
EMA0017583,107
EMA0017584,3586
EMA0017585,167
EMA0017586,3594
EMA0017587,385
EMA0017588,385
EMA0017589,3595
EMA0017590,1371
EMA0017591,1371
EMA0017592,760
EMA0017593,3588
EMA0017594,3588
EMA0017595,772
EMA0017596,622
EMA0017597,3596
EMA0017598,3597
EMA0017599,3598
EMA0017600,3599
EMA0017601,3600
EMA0017602,3601
EMA0017603,3602
EMA0017604,3603
EMA0017605,3604
EMA0017606,3605
EMA0017607,3606
EMA0017608,3607
EMA0017609,3099
EMA0017610,1823
EMA0017611,1875
EMA0017612,316
EMA0017613,1293
EMA0017614,1293
EMA0017614,595
EMA0017615,499
EMA0017616,3608
EMA0017617,3609
EMA0017618,3610
EMA0017619,3611
EMA0017620,3611
EMA0017621,3612
EMA0017622,3613
EMA0017623,3613
EMA0017624,3614
EMA0017625,3615
EMA0017626,3616
EMA0017627,3617
EMA0017628,1305
EMA0017629,930
EMA0017630,1421
EMA0017631,1422
EMA0017632,1422
EMA0017633,3022
EMA0017634,1513
EMA0017635,1513
EMA0017636,3618
EMA0017637,471
EMA0017638,5
EMA0017639,3619
EMA0017640,3037
EMA0017641,1478
EMA0017642,1639
EMA0017643,383
EMA0017644,266
EMA0017645,1584
EMA0017646,397
EMA0017647,3620
EMA0017648,3620
EMA0017649,3620
EMA0017650,619
EMA0017651,5
EMA0017652,2872
EMA0017653,64
EMA0017654,1603
EMA0017655,19
EMA0017656,340
EMA0017657,3621
EMA0017658,3622
EMA0017659,1639
EMA0017660,1639
EMA0017661,3623
EMA0017662,903
EMA0017663,3624
EMA0017664,3624
EMA0017665,3625
EMA0017666,3625
EMA0017667,3626
EMA0017668,3626
EMA0017669,3627
EMA0017670,3628
EMA0017671,3628
EMA0017672,2783
EMA0017673,3385
EMA0017674,650
EMA0017675,3629
EMA0017676,572
EMA0017677,983
EMA0017678,983
EMA0017679,3630
EMA0017680,3631
EMA0017681,3632
EMA0017682,1293
EMA0017683,1293
EMA0017684,930
EMA0017685,930
EMA0017686,930
EMA0017687,3633
EMA0017688,3633
EMA0017689,3633
EMA0017690,3633
EMA0017691,3634
EMA0017692,3634
EMA0017693,3635
EMA0017694,3635
EMA0017695,3635
EMA0017696,3635
EMA0017697,719
EMA0017698,3636
EMA0017699,3637
EMA0017700,2338
EMA0017701,3638
EMA0017702,3639
EMA0017703,3638
EMA0017704,3638
EMA0017705,1423
EMA0017706,1423
EMA0017707,1423
EMA0017708,3640
EMA0017709,3640
EMA0017710,930
EMA0017711,930
EMA0017712,930
EMA0017713,930
EMA0017714,930
EMA0017715,3118
EMA0017716,3118
EMA0017717,930
EMA0017718,3641
EMA0017719,930
EMA0017720,3641
EMA0017721,930
EMA0017722,930
EMA0017723,930
EMA0017724,930
EMA0017725,3641
EMA0017726,3641
EMA0017727,3642
EMA0017728,2256
EMA0017729,3643
EMA0017730,2256
EMA0017731,2256
EMA0017732,2256
EMA0017733,2256
EMA0017734,2256
EMA0017735,2256
EMA0017736,3643
EMA0017737,2256
EMA0017738,2256
EMA0017739,2256
EMA0017740,2256
EMA0017741,2256
EMA0017742,3644
EMA0017743,3645
EMA0017744,3644
EMA0017745,3644
EMA0017746,3644
EMA0017747,3646
EMA0017748,3647
EMA0017749,3647
EMA0017750,3648
EMA0017751,3649
EMA0017752,3648
EMA0017753,3650
EMA0017754,276
EMA0017755,276
EMA0017756,276
EMA0017757,3651
EMA0017758,276
EMA0017759,3651
EMA0017760,276
EMA0017761,276
EMA0017762,3652
EMA0017763,276
EMA0017764,2752
EMA0017765,3653
EMA0017766,3653
EMA0017767,3654
EMA0017768,3654
EMA0017769,3634
EMA0017770,3655
EMA0017771,3651
EMA0017772,3651
EMA0017773,276
EMA0017774,276
EMA0017775,3656
EMA0017776,2256
EMA0017777,276
EMA0017778,276
EMA0017779,276
EMA0017780,276
EMA0017781,276
EMA0017782,3651
EMA0017783,276
EMA0017784,3657
EMA0017785,2752
EMA0017786,2752
EMA0017787,2752
EMA0017788,3658
EMA0017789,3658
EMA0017790,3658
EMA0017791,3658
EMA0017792,3659
EMA0017793,3658
EMA0017794,3658
EMA0017795,1488
EMA0017796,3660
EMA0017797,3652
EMA0017798,1477
EMA0017799,1479
EMA0017800,447
EMA0017801,2338
EMA0017802,541
EMA0017803,3661
EMA0017804,2235
EMA0017805,3662
EMA0017806,3663
EMA0017807,3256
EMA0017808,131
EMA0017809,409
EMA0017810,409
EMA0017811,409
EMA0017812,409
EMA0017813,409
EMA0017814,409
EMA0017815,3664
EMA0017816,3665
EMA0017817,3665
EMA0017818,2137
EMA0017819,930
EMA0017820,932
EMA0017821,3666
EMA0017822,1821
EMA0017822,3667
EMA0017823,1821
EMA0017824,1821
EMA0017825,902
EMA0017826,902
EMA0017827,902
EMA0017828,927
EMA0017829,902
EMA0017830,902
EMA0017831,902
EMA0017832,902
EMA0017833,902
EMA0017834,902
EMA0017835,902
EMA0017836,902
EMA0017837,902
EMA0017838,902
EMA0017839,1451
EMA0017840,3637
EMA0017841,1451
EMA0017842,3637
EMA0017843,3637
EMA0017844,1451
EMA0017845,1451
EMA0017846,3666
EMA0017847,1451
EMA0017848,3668
EMA0017849,3668
EMA0017850,3668
EMA0017851,3668
EMA0017852,3668
EMA0017853,3516
EMA0017854,3635
EMA0017855,3635
EMA0017856,3635
EMA0017857,3635
EMA0017858,3635
EMA0017859,3635
EMA0017860,1549
EMA0017861,2476
EMA0017862,3669
EMA0017863,3670
EMA0017864,3671
EMA0017865,3672
EMA0017866,410
EMA0017867,410
EMA0017868,3673
EMA0017869,3672
EMA0017870,410
EMA0017871,410
EMA0017872,410
EMA0017873,410
EMA0017874,409
EMA0017875,409
EMA0017876,409
EMA0017877,409
EMA0017878,409
EMA0017879,409
EMA0017880,409
EMA0017881,409
EMA0017882,409
EMA0017883,409
EMA0017884,409
EMA0017885,409
EMA0017886,409
EMA0017887,409
EMA0017888,409
EMA0017889,409
EMA0017890,409
EMA0017891,409
EMA0017892,3674
EMA0017893,3674
EMA0017894,3551
EMA0017895,3675
EMA0017896,3676
EMA0017897,3677
EMA0017898,3678
EMA0017899,3679
EMA0017900,3680
EMA0017901,3681
EMA0017902,392
EMA0017903,392
EMA0017904,392
EMA0017905,392
EMA0017906,392
EMA0017907,392
EMA0017908,392
EMA0017909,392
EMA0017910,392
EMA0017911,392
EMA0017912,392
EMA0017913,392
EMA0017914,392
EMA0017915,392
EMA0017916,392
EMA0017917,392
EMA0017918,392
EMA0017919,392
EMA0017920,392
EMA0017921,1527
EMA0017922,392
EMA0017923,392
EMA0017924,392
EMA0017925,392
EMA0017926,392
EMA0017927,392
EMA0017928,392
EMA0017929,392
EMA0017930,392
EMA0017931,392
EMA0017932,392
EMA0017933,392
EMA0017934,392
EMA0017935,392
EMA0017936,392
EMA0017937,392
EMA0017938,392
EMA0017939,392
EMA0017940,2209
EMA0017941,3682
EMA0017942,3683
EMA0017943,731
EMA0017944,3684
EMA0017945,3685
EMA0017946,1527
EMA0017947,3686
EMA0017948,3276
EMA0017949,3276
EMA0017950,3687
EMA0017951,2080
EMA0017952,3688
EMA0017953,3689
EMA0017954,3690
EMA0017955,3691
EMA0017956,392
EMA0017957,626
EMA0017958,626
EMA0017959,2123
EMA0017960,1491
EMA0017961,2376
EMA0017962,3692
EMA0017963,3693
EMA0017964,3694
EMA0017965,3695
EMA0017966,1810
EMA0017967,220
EMA0017968,3695
EMA0017969,1002
EMA0017970,996
EMA0017971,3696
EMA0017972,996
EMA0017973,3696
EMA0017974,996
EMA0017975,996
EMA0017976,996
EMA0017977,996
EMA0017978,3697
EMA0017979,3698
EMA0017980,3698
EMA0017981,323
EMA0017982,687
EMA0017983,3391
EMA0017984,818
EMA0017985,3699
EMA0017986,3700
EMA0017987,3701
EMA0017988,298
EMA0017989,298
EMA0017990,298
EMA0017991,298
EMA0017992,3702
EMA0017993,1524
EMA0017994,1524
EMA0017995,1524
EMA0017996,3703
EMA0017997,3704
EMA0017998,3705
EMA0017999,3703
EMA0018000,2427
EMA0018001,2426
EMA0018002,64
EMA0018003,64
EMA0018004,1307
EMA0018005,1307
EMA0018005,627
EMA0018006,3706
EMA0018007,3707
EMA0018008,3708
EMA0018009,3709
EMA0018010,3710
EMA0018011,3711
EMA0018012,3712
EMA0018013,3712
EMA0018014,3713
EMA0018015,3714
EMA0018016,638
EMA0018017,638
EMA0018018,638
EMA0018019,638
EMA0018020,638
EMA0018021,638
EMA0018022,638
EMA0018023,638
EMA0018024,638
EMA0018025,3715
EMA0018026,3715
EMA0018027,3715
EMA0018028,638
EMA0018029,2344
EMA0018030,2206
EMA0018031,2206
EMA0018032,2344
EMA0018033,485
EMA0018034,174
EMA0018035,3716
EMA0018036,3716
EMA0018037,3716
EMA0018038,3716
EMA0018039,3716
EMA0018040,3716
EMA0018041,3716
EMA0018042,3285
EMA0018043,2206
EMA0018044,3717
EMA0018045,656
EMA0018046,2206
EMA0018047,2206
EMA0018048,2344
EMA0018049,2206
EMA0018050,2206
EMA0018051,2206
EMA0018052,2206
EMA0018053,2206
EMA0018054,2206
EMA0018055,2206
EMA0018056,2344
EMA0018057,2344
EMA0018058,2344
EMA0018059,2344
EMA0018060,2344
EMA0018061,2344
EMA0018062,2344
EMA0018063,2344
EMA0018064,2344
EMA0018065,2344
EMA0018066,2344
EMA0018067,2206
EMA0018068,2206
EMA0018069,2206
EMA0018070,2206
EMA0018071,2206
EMA0018072,2206
EMA0018073,2344
EMA0018074,2344
EMA0018075,3717
EMA0018076,2344
EMA0018077,2206
EMA0018078,2344
EMA0018079,3285
EMA0018080,2344
EMA0018081,3718
EMA0018082,3285
EMA0018083,3285
EMA0018084,3285
EMA0018085,3285
EMA0018086,3285
EMA0018087,3285
EMA0018088,3285
EMA0018089,3285
EMA0018090,3285
EMA0018091,3285
EMA0018092,3285
EMA0018093,2344
EMA0018094,192
EMA0018095,192
EMA0018096,3719
EMA0018097,3652
EMA0018098,3720
EMA0018099,3721
EMA0018100,2917
EMA0018101,2088
EMA0018102,2810
EMA0018103,3722
EMA0018104,3723
EMA0018105,3724
EMA0018106,3723
EMA0018107,3725
EMA0018108,3719
EMA0018109,3726
EMA0018110,234
EMA0018111,166
EMA0018112,2783
EMA0018113,166
EMA0018114,166
EMA0018115,3727
EMA0018116,2783
EMA0018117,3728
EMA0018118,166
EMA0018119,2337
EMA0018120,166
EMA0018121,2337
EMA0018122,2783
EMA0018123,3270
EMA0018124,166
EMA0018125,166
EMA0018126,2337
EMA0018127,3270
EMA0018128,2917
EMA0018129,3716
EMA0018130,3285
EMA0018131,3285
EMA0018132,3421
EMA0018133,3729
EMA0018134,329
EMA0018135,3730
EMA0018136,3433
EMA0018137,3433
EMA0018138,107
EMA0018139,1366
EMA0018140,2419
EMA0018141,1307
EMA0018142,3731
EMA0018143,425
EMA0018143,439
EMA0018144,3732
EMA0018145,2138
EMA0018146,3733
EMA0018147,695
EMA0018148,695
EMA0018149,695
EMA0018150,695
EMA0018151,695
EMA0018152,695
EMA0018153,695
EMA0018154,695
EMA0018155,695
EMA0018156,695
EMA0018157,695
EMA0018158,695
EMA0018159,695
EMA0018160,695
EMA0018161,695
EMA0018162,695
EMA0018163,695
EMA0018164,695
EMA0018165,695
EMA0018166,695
EMA0018167,695
EMA0018168,695
EMA0018169,695
EMA0018170,166
EMA0018171,2126
EMA0018172,3732
EMA0018173,166
EMA0018174,2337
EMA0018175,2783
EMA0018176,166
EMA0018177,695
EMA0018178,3734
EMA0018179,1547
EMA0018180,3735
EMA0018181,3735
EMA0018182,3735
EMA0018183,3735
EMA0018184,3735
EMA0018185,3735
EMA0018186,3735
EMA0018187,3735
EMA0018188,3736
EMA0018189,3735
EMA0018190,3735
EMA0018191,3735
EMA0018192,3737
EMA0018193,3735
EMA0018194,3735
EMA0018195,3735
EMA0018196,3735
EMA0018197,3738
EMA0018198,3739
EMA0018199,3740
EMA0018200,3741
EMA0018201,2879
EMA0018202,3742
EMA0018203,3743
EMA0018204,2879
EMA0018205,419
EMA0018206,68
EMA0018207,678
EMA0018208,3744
EMA0018209,3143
EMA0018210,3143
EMA0018211,3143
EMA0018212,3143
EMA0018213,3143
EMA0018214,3143
EMA0018215,3143
EMA0018216,3143
EMA0018217,3143
EMA0018218,3143
EMA0018219,3143
EMA0018220,3143
EMA0018221,3143
EMA0018222,3143
EMA0018223,3143
EMA0018224,3143
EMA0018225,3143
EMA0018226,3745
EMA0018227,3143
EMA0018228,3143
EMA0018229,3143
EMA0018230,3143
EMA0018231,3143
EMA0018232,3745
EMA0018233,3143
EMA0018234,3143
EMA0018235,3143
EMA0018236,3143
EMA0018237,3745
EMA0018238,3745
EMA0018239,3143
EMA0018240,3143
EMA0018241,3143
EMA0018242,3143
EMA0018243,3143
EMA0018244,3143
EMA0018245,3143
EMA0018246,3143
EMA0018247,3143
EMA0018248,3143
EMA0018249,3143
EMA0018250,3143
EMA0018251,3143
EMA0018252,3143
EMA0018253,3143
EMA0018254,3143
EMA0018255,3143
EMA0018256,3745
EMA0018257,3143
EMA0018258,3143
EMA0018259,3143
EMA0018260,3143
EMA0018261,3143
EMA0018262,3143
EMA0018263,3143
EMA0018264,3143
EMA0018265,3143
EMA0018266,3143
EMA0018267,3745
EMA0018268,3143
EMA0018269,3143
EMA0018270,3745
EMA0018271,3143
EMA0018272,3143
EMA0018273,3143
EMA0018274,3143
EMA0018275,3143
EMA0018276,3745
EMA0018277,3143
EMA0018278,3143
EMA0018279,3143
EMA0018280,2138
EMA0018281,28
EMA0018282,3746
EMA0018283,3746
EMA0018284,594
EMA0018285,594
EMA0018286,594
EMA0018287,594
EMA0018288,3746
EMA0018289,3746
EMA0018290,3595
EMA0018291,3746
EMA0018292,3747
EMA0018293,3748
EMA0018294,2480
EMA0018295,3749
EMA0018296,3750
EMA0018297,3734
EMA0018298,1580
EMA0018299,777
EMA0018300,395
EMA0018301,777
EMA0018302,1563
EMA0018303,3751
EMA0018304,2193
EMA0018305,2194
EMA0018306,2193
EMA0018307,135
EMA0018308,340
EMA0018309,135
EMA0018310,340
EMA0018311,132
EMA0018312,132
EMA0018313,319
EMA0018314,2962
EMA0018315,132
EMA0018316,2764
EMA0018317,3752
EMA0018318,3143
EMA0018319,1315
EMA0018320,2810
EMA0018321,2810
EMA0018322,2810
EMA0018323,2810
EMA0018324,2810
EMA0018325,3206
EMA0018326,583
EMA0018327,1297
EMA0018328,594
EMA0018329,3753
EMA0018330,3754
EMA0018331,3753
EMA0018332,3755
EMA0018333,3756
EMA0018334,3746
EMA0018335,3746
EMA0018336,594
EMA0018337,3746
EMA0018338,594
EMA0018339,594
EMA0018340,594
EMA0018341,594
EMA0018342,3746
EMA0018343,3746
EMA0018344,3746
EMA0018345,3746
EMA0018346,3746
EMA0018347,3746
EMA0018348,3746
EMA0018349,3746
EMA0018350,3746
EMA0018351,3746
EMA0018352,594
EMA0018353,594
EMA0018354,3746
EMA0018355,3746
EMA0018356,3746
EMA0018357,3749
EMA0018358,3749
EMA0018359,3746
EMA0018360,3757
EMA0018361,2510
EMA0018362,20
EMA0018363,3758
EMA0018364,2092
EMA0018365,916
EMA0018366,3759
EMA0018367,166
EMA0018368,2783
EMA0018369,2738
EMA0018370,2783
EMA0018371,3170
EMA0018372,2138
EMA0018373,3760
EMA0018374,261
EMA0018375,3760
EMA0018376,3761
EMA0018377,157
EMA0018378,3761
EMA0018379,166
EMA0018380,166
EMA0018381,166
EMA0018382,166
EMA0018383,166
EMA0018384,166
EMA0018385,3727
EMA0018386,3762
EMA0018387,166
EMA0018388,166
EMA0018389,2337
EMA0018390,166
EMA0018391,166
EMA0018392,3763
EMA0018393,3763
EMA0018394,3763
EMA0018395,3763
EMA0018396,3763
EMA0018397,2337
EMA0018398,2783
EMA0018399,166
EMA0018400,2337
EMA0018401,2783
EMA0018402,2337
EMA0018403,166
EMA0018404,166
EMA0018405,2337
EMA0018406,166
EMA0018407,2783
EMA0018408,166
EMA0018409,2783
EMA0018410,166
EMA0018411,2337
EMA0018412,166
EMA0018413,2783
EMA0018414,166
EMA0018415,166
EMA0018416,2783
EMA0018417,166
EMA0018418,166
EMA0018419,166
EMA0018420,166
EMA0018421,2337
EMA0018422,166
EMA0018423,166
EMA0018424,166
EMA0018425,166
EMA0018426,166
EMA0018427,166
EMA0018428,2783
EMA0018429,166
EMA0018430,166
EMA0018431,166
EMA0018432,166
EMA0018433,2337
EMA0018434,2783
EMA0018435,166
EMA0018436,3764
EMA0018437,166
EMA0018438,166
EMA0018439,166
EMA0018440,2783
EMA0018441,166
EMA0018442,2783
EMA0018443,2783
EMA0018444,2783
EMA0018445,166
EMA0018446,2783
EMA0018447,166
EMA0018448,2337
EMA0018449,166
EMA0018450,166
EMA0018451,2337
EMA0018452,166
EMA0018453,166
EMA0018454,166
EMA0018455,2783
EMA0018456,2337
EMA0018457,166
EMA0018458,2337
EMA0018459,166
EMA0018460,166
EMA0018461,166
EMA0018462,166
EMA0018463,2337
EMA0018464,166
EMA0018465,166
EMA0018466,3732
EMA0018467,3732
EMA0018468,3732
EMA0018469,3732
EMA0018470,3732
EMA0018471,2783
EMA0018472,166
EMA0018473,2783
EMA0018474,2337
EMA0018475,2783
EMA0018476,2337
EMA0018477,3765
EMA0018478,166
EMA0018479,166
EMA0018480,2783
EMA0018481,166
EMA0018482,2783
EMA0018483,3764
EMA0018484,2337
EMA0018485,2783
EMA0018486,166
EMA0018487,166
EMA0018488,166
EMA0018489,166
EMA0018490,2783
EMA0018491,166
EMA0018492,166
EMA0018493,2337
EMA0018494,166
EMA0018495,166
EMA0018496,166
EMA0018497,2783
EMA0018498,166
EMA0018499,166
EMA0018500,2337
EMA0018501,166
EMA0018502,3764
EMA0018503,2783
EMA0018504,2783
EMA0018505,2783
EMA0018506,166
EMA0018507,166
EMA0018508,2783
EMA0018509,166
EMA0018510,2783
EMA0018511,2783
EMA0018512,2783
EMA0018513,166
EMA0018514,166
EMA0018515,166
EMA0018516,166
EMA0018517,2337
EMA0018518,2783
EMA0018519,166
EMA0018520,166
EMA0018521,166
EMA0018522,166
EMA0018523,166
EMA0018524,166
EMA0018525,166
EMA0018526,166
EMA0018527,166
EMA0018528,166
EMA0018529,166
EMA0018530,166
EMA0018531,166
EMA0018532,166
EMA0018533,166
EMA0018534,166
EMA0018535,166
EMA0018536,166
EMA0018537,166
EMA0018538,166
EMA0018539,166
EMA0018540,166
EMA0018541,166
EMA0018542,166
EMA0018543,166
EMA0018544,2337
EMA0018545,166
EMA0018546,3764
EMA0018547,166
EMA0018548,166
EMA0018549,166
EMA0018550,166
EMA0018551,166
EMA0018552,166
EMA0018553,166
EMA0018554,166
EMA0018555,166
EMA0018556,166
EMA0018557,166
EMA0018558,166
EMA0018559,166
EMA0018560,166
EMA0018561,166
EMA0018562,166
EMA0018563,166
EMA0018564,166
EMA0018565,3766
EMA0018566,166
EMA0018567,166
EMA0018568,2337
EMA0018569,3764
EMA0018570,166
EMA0018571,166
EMA0018572,166
EMA0018573,2337
EMA0018574,2783
EMA0018575,166
EMA0018576,166
EMA0018577,3765
EMA0018578,166
EMA0018579,2138
EMA0018580,3761
EMA0018581,817
EMA0018582,176
EMA0018583,3767
EMA0018584,3764
EMA0018585,3764
EMA0018586,3764
EMA0018587,166
EMA0018588,3727
EMA0018589,3768
EMA0018590,166
EMA0018591,3762
EMA0018592,166
EMA0018593,166
EMA0018594,3727
EMA0018595,3728
EMA0018596,3285
EMA0018597,3761
EMA0018598,261
EMA0018599,385
EMA0018600,388
EMA0018601,3769
EMA0018602,3770
EMA0018603,1267
EMA0018604,3771
EMA0018605,3771
EMA0018606,3772
EMA0018607,3772
EMA0018608,3772
EMA0018609,3772
EMA0018610,3772
EMA0018611,3772
EMA0018612,3772
EMA0018613,3773
EMA0018614,3772
EMA0018615,3772
EMA0018616,3772
EMA0018617,3772
EMA0018618,3772
EMA0018619,3772
EMA0018620,3772
EMA0018621,3772
EMA0018622,3773
EMA0018623,3772
EMA0018624,3772
EMA0018625,3772
EMA0018626,3773
EMA0018627,3772
EMA0018628,3772
EMA0018629,3772
EMA0018630,3772
EMA0018631,3772
EMA0018632,3773
EMA0018633,3773
EMA0018634,3773
EMA0018635,3773
EMA0018636,3773
EMA0018637,3772
EMA0018638,3772
EMA0018639,3772
EMA0018640,3773
EMA0018641,269
EMA0018642,3774
EMA0018643,533
EMA0018644,3032
EMA0018645,3703
EMA0018646,3704
