substance_id,substance_name
1841,"Argentum Metallicum Dil. D5, Saccharum Sacchari Dil. D9 Aquos. (Hab, Vs. 5b)"
1842,Argentum-Corpus Vitreum Bovis Dil. D6 Aquos.
1843,"Sorbitol (E420), L-Arginine Hydrochloride"
1844,Arginine L(+) Hydrochloride
1845,"Amlodipine, Indapamide, Perindopril Arginine"
1846,"Emtricitabine, Tenofovir Disoproxil Succinate"
1847,Argipressin
1848,Venlafaxine Hydrochloride
1849,"Cinnamomum Cassia Essential Oil, Menthol, Peppermint Oil, Lemon Oil, Melissa Oil, Thymus Essential Oil, Coriander Oil, Myristica Fragrans Essential Oil, Caryophylli Floris Aetheroleum"
1850,Mesalazine
1851,Levosulpiride
1852,Sulfathiazole Silver
1853,"Ephedrine Hydrochloride, Silver Protein"
1854,"Soft Extract Of Fresh Salvia Officinalis Inflorescences (2,2-2,7:1), Extraction Solvent: Ethanol 68 % (V/V)"
1855,"Air, Compressed"
1856,"Betamethasone, Calcipotriol"
1857,Paricalcitol
1858,Paliperidone Palmitate
1859,Fesoterodine Fumarate
1860,Risedronate Monosodium Hemi-Pentahydrate
1861,Fondaparinux Sodium
1862,Paroxetine Hydrochloride
1863,"Cynara Scolymus Leaf, Cryoground"
1864,"Hamamelis Virginiana Leaf, Cryoground"
1865,"Nettle Root, Cryoground"
1866,"Ruscus Aculeatus Rhizome, Cryoground"
1867,Arctostaphylos Uva-Ursi Leaf
1868,Eschscholtzia Powder From The Aerial Flower Part
1869,Filipendula Ulmaria Flowering Top
1870,Hypericum Perforatum (Dry Extract Of Flower Head)
1871,Mate Leaf
1872,Melissa Leaf Powder
1873,Orthosiphon Folium
1874,Valerianae Radix Pulverata
1875,Fingolimod Hydrochloride
1876,"Perindopril Tert-Butylamine, Indapamide"
1877,"Dry Extract Of Polypodium Leucotomos Root (Der 4-6: 1), Corresponding To 2.5 - 6.25 Mg Of Quinic Acid, Extraction Solvent: Ethanol 12.5% V/V"
1878,Rrr-Alpha-Tocopherol
1879,"Oxycodone Hydrochloride, Naloxone Hydrochloride Dihydrate"
1880,"Arnica, Planta Tota Dil. D20, Betula, Cortex, Ethanol. Decoctum Dil. D2, Plumbum Mellitum Dil. D20"
1881,"Arnica, Planta Tota Rh Dil. D20, Betula, Cortex, Decoctum Dil. D2, Plumbum Mellitum Dil. D20"
1882,"Arnica, Planta Tota Rh Dil. D20, Betula, Cortex, Decoctum Dil. D2, Formica 42a Dil. D6"
1883,"Arnica, Planta Tota Rh Dil. D3, Levisticum Officinale Rh Dil. D3, Apis Mellifica 42b Dil. D2 Aquos."
1884,"Arnica, Planta Tota Rh Dil. D6, Levisticum Officinale Rh Dil. D6, Apis Mellifica Dil. D6"
1885,"Arnica Montana, Planta Tota Rec., Ethanol. Extr. 1:1,1, Betulae Folium, Ethanol. Decoctum 20%, Mandragora, Ethanol. Decoctum Ø, Mandragora E Radice Siccata H 10 %, Symphytum Officinale, Radix Rec., Ethanol. Decoctum 1:4,2, Rosemary Oil, Larix Decidua Resi"
1886,"Calendula, Arnica Ad Usum Externum"
1887,"Arnica Montana Planta Tota Rec., Ethanol. Extr. (1:2)"
1888,"Tincture From Arnica Montana, Extraction Solvent: Ethanol 61% V/V"
1889,"Arnica Montana, Planta Tota Rec., Ethanol. Extr. 1:1,1, Betulae Folium, Ethanol. Decoctum 20%, Mandragora, Ethanol. Decoctum Ø, Apis Mellifica 42b Ø, Rosemary Oil, Aconitum Napellus Mother Tincture"
1890,"Cuprum Metallicum Praeparatum, Lavender Oil, Rosemary Oil, Arnicae Flos / Betulae Folium / Calendula Herba (3:4:1), Oil Extract (Der 1,2:10)"
1891,"Arnica Montana, Planta Tota Rec., Ethanol. Extr. 1:1,1, Betulae Folium, Ethanol. Decoctum 20%, Formica, Glycerol. Extr. 1:3, Mandragora, Ethanol. Decoctum Ø, Rosemary Oil, Aconitum Napellus Mother Tincture"
1892,"Formica, Glycerol. Extr. 1:3, Lavender Oil, Rosemary Oil, Arnicae Flos / Betulae Folium / Calendula Herba (3:4:1), Oil Extract (Der 1,2:10)"
1893,"Arnica Montana Dil. D3, China Rubra D3, Ruta Graveolens D8, Belladonna D4, Achillea Millefolium D3, Bryonia D3, Aconitum Napellus D3, Strychnos Nux-Vomica D4, Hypericum Perforatum D3, Sambucus Nigra D3"
1894,Arnica Tincture
1895,"Arnica Montana E Planta Tota Ferm 33c Dil. D2 (Hab, Vs. 33c)"
1896,"Liquid Extract Of Arnica Flower/Birch Leaf (1:1) (Der 1:10.94), Extraction Solvent: Ethanol/Sunflower Oil (2.3/97.7)"
1897,Arnica Montana Mother Tincture
1898,Arnica Montana Dil. D20
1899,Arnica Montana D6
1900,"Arnica Montana E Floribus W 5% (Hab, Vs. 12g Mit Nativem Olivenöl)"
1901,"Apis Mellifica Dil. D 2, Arnica Montana Dil D2, Kalium Chloratum Dil. D3, Mercurius Bijodatus Dil. D8, Sulfur Jodatum Dil. D4"
1902,Arnica Montana Ex Planta Tota Ø
1903,"Arnica Montana, Planta Tota Rec., Ethanol. Extr. 1:1,1"
1904,"Arnica, Planta Tota 2b Ø"
1905,"Arnica, Planta Tota Rh Dil. D10, Cor Bovis Dil. D10"
1906,"Arnica, Planta Tota Dil. D3"
1907,"Arnica, Planta Tota Rh Dil. D3"
1908,"Arnica Montana E Planta Tota Ferm 33c Dil. D5 (Hab, Vs. 33c), Aurum Metallicum Dil. D9"
1909,"Arnica Montana E Planta Tota Ferm 33c Dil. D19 (Hab, Vs. 33c), Aurum Metallicum Dil. D29 Aquos."
1910,"Arnica Montana E Planta Tota Ferm 33c Dil. D28 (Hab, Vs. 33c), Betula Pendula E Cortice, Decoctum Ø (Hab, Vs. 23a), Cerebellum Suis Gl Dil. D15 (Hab, Vs. 41a), Corpora Quadrigemina Suis Gl Dil. D15 (Hab, Vs. 41a), Epiphysis Suis Gl Dil. D15 (Hab, Vs. 41a)"
1911,"Arnica Montana E Planta Tota Ferm 33c Dil. D28 (Hab, Vs. 33c), Betula Pendula E Cortice, Decoctum Ø (Hab, Vs. 23a), Iris Bovis Gl Dil. D15 (Hab, Vs. 41b), Cerebellum Suis Gl Dil. D15 (Hab, Vs. 41a), Corpora Quadrigemina Suis Gl Dil. D15 (Hab, Vs. 41a), Hy"
1912,"Arnica Montana E Planta Tota Ferm 33c Dil. D28 (Hab, Vs. 33c), Betula Pendula E Cortice, Decoctum Dil. D3 (Hab, Vs. 23a), Cerebellum Bovis Gl Dil. D15 (Hab, Vs. 41a), Corpora Quadrigemina Bovis Gl Dil. D15 (Hab, Vs. 41a), Hypophysis Bovis Gl Dil. D15 (Hab"
1913,"Arnica Montana E Planta Tota Ferm 33c Dil. D28 (Hab, Vs. 33c), Betula Pendula E Cortice, Decoctum Dil. D3 (Hab, Vs. 23a), Cerebellum Bovis Gl Dil. D15 (Hab, Vs. 41a), Corpora Quadrigemina Bovis Gl Dil. D15 (Hab, Vs. 41a), Epiphysis Bovis Gl Dil. D15 (Hab,"
1914,"Arnica Montana E Planta Tota Ferm 33c Dil. D29 (Hab, Vs. 33c), Plumbum Mellitum Dil. D29 Aquos. (Hab, Vs. 6)"
1915,"Liquid Extract Of Arnica Flower (Der 1:20), Extraction Solvent: Ethanol 58% (V/V)"
1916,"Tincture From Arnica Montana Flower (Der 1:5), Extraction Solvent: Ethanol 60%"
1917,"Arnica Montana Dil. D12, Arnica Montana Dil. D30, Arnica Montana Dil. D200"
1918,Arnica Montana C9
1919,"Liquid Extract From Fresh Arnica Flower, Extraction Solvent: Ethanol 58% V/V"
1920,"Liquid Extract From Arnica Chamissonis Flower (Der 1:1), Extraction Solvent: Ethanol 60% (V/V)"
1921,"Arnica Tincture, Hydroxyethyl Salicylate"
1922,"Arnica Montana E Floribus La 20% (Hab, Vs. 12c)"
1923,"Arnica Montana E Planta Tota Ferm 33c Ø (Hab, Vs. 33c), Formica Rufa Ex Animale Toto Gl Ø (Hab, Vs. 41c), Symphytum Officinale E Radice Ferm 34c Ø (Hab, Vs. 34c)"
1924,Arnica Flower Tincture (1:10) Extracting Solvent: Ethanol 70 % (V/V)
1925,Arnica Tincture Dev (1:10): Extraction Medium Ethanol 70% (V/V)
1926,"Arnica Montana C9, Bryonia C5, Rhus Toxicodendron C15"
1927,"Camphor, Racemic, Menthol, Juniper Oil, Pine Oil, Turpentine Oil"
1928,Exemestane
1929,"Levomenthol, Cinnamon Bark Oil, Ceylon, Mint Oil, Partly Dementholised, Citronella Oil, Clove Oil, Lavender Oil, Lemon Oil"
1930,"Peru Balsam, Camphor, Eucalyptus Oil, Rosemary Oil"
1931,Enoxaparin Sodium
1932,"Folic Acid, Iron"
1933,Sapropterin Dihydrochloride
1934,"Calcium Glycerophosphate, Magnesium Gluconate"
1935,"Indapamide, Amlodipine Besilate, Perindopril Arginine"
1936,Arpraziquantel
1937,Perindopril Arginine
1938,"Oleander Dil. D3, Spartium Scoparium Dil. D2, Iberis Amara Dil. D3, Leonurus Cardiaca Dil. D2, Sumbulus Moschatus Dil. D2"
1939,Arsenic Trioxide
1940,"Acidum Arsenicosum Dil. D1000, Acidum Arsenicosum Dil. D200, Acidum Arsenicosum Dil. D30, Acidum Arsenicosum Dil. D12"
1941,"Natrium Sulfuricum Dil. D 6, Carbo Vegetabilis Dil. D 12, Eriodictyon Californicum Dil. D12, Acidum Arsenicosum Dil. D8"
1942,Melarsoprol
1943,Diacerein
1944,Trihexyphenidyl Hydrochloride Bp
1945,Atorvastatin Calcium
1946,Manidipine Dihydrochloride
1947,Hypromellose
1948,"Micronised Purified Flavonoic Fraction, Consisting Of 90% Diosmin And 10% Flavonoids Expressed As Hesperidin"
1949,"Acetic Acid 80% Pure, Tincture (1:5) From Wormwood Herb And Tansy Herb With Acetic Acid 80%"
1950,"Harpagophytum Procumbens Mother Tincture, Arnica Montana Mother Tincture"
1951,Carteolol Hydrochloride
1952,Noradrenaline Hydrochloride
1953,"Arteria Suis Dil. D30, Arteria Suis Dil. D200, Arteria Suis D10"
1954,"Diclofenac Sodium, Misoprostol"
1955,Glucosamine Sulfate Sodium Chloride
1956,"Apis Mellifica Dil. D6, Ferrum Phosphoricum Dil. D8, Bryonia Cretica D6"
1957,"Ethanol, Lithium Carbonicum Dil. D4, Berberis Dil. D3"
1958,"Strychnos Nux-Vomica Dil. D4, Filipendula Ulmaria Dil. D4, Solanum Dulcamara Dil. D6, Bryonia Dil. D4, Gnaphalium Polycephalum Dil. D2, Kalium Stibyltartaricum Dil. D4, Ledum D4 Dil."
1959,Sulindac
1960,"Diclofenac Sodium, Omeprazole"
1961,"Bellis Perennis D2, Echinacea D2, Hypericum Perforatum D2, Mercurius Solubilis Hahnemanni D6, Achillea Millefolium D3, Atropa Bella-Donna D2, Calendula Officinalis D2, Aconitum Napellus D2, Arnica Montana D2, Hepar Sulfuris D6, Matricaria Recutita D3, Sym"
1962,"Sulfur D6, Cartilago Suis D6, Coenzym A D8, Embryo Totalis Suis D6, Acidum Thiocticum D8, Arnica Montana D4, Funiculus Umbilicalis Suis D6, Nadidum D8, Natrium Diethyloxalaceticum D8, Placenta Totalis Suis D6, Sanguinaria Canadensis D4, Solanum Dulcamara "
1963,"Berberis Vulgaris Trit. D 3, Bryonia Trit. D 3, Ledum Palustre Trit. D 3, Apis Mellifica Trit D3"
1964,"Formica Dil. D4, Colchicum D4, Ledum Dil D2, Thuja Dil D1, Lithium Carbonicum D6, Berberis Vulgaris Mother Tincture, Rhus Toxicodendron Dil. D3"
1965,"Formica Rufa Dil. D4, Colchicum Autumnale Dil. 4, Berberis, Ledum Dil D2, Thuja Dil D1, Lithium Carbonicum D6, Rhus Toxicodendron Dil. D3"
1966,"Berberis Vulgaris Dil. D12, Ledum Palustre Dil. D12, Colchicum Autumnale Dil. D12"
1967,"Colchicum Autumnale D12, Ledum Palustre D12, Berberis Vulgaris Dil. D12"
1968,Naproxen Bp
1969,"Devil's Claw Root Dry Extract (1,5-2:1), Extraction Liquid: Ethanol 40 % V/V"
1970,Sodium Hyaluronate
1971,Crystalline Glucosamine Sulfate
1972,Glucosamine
1973,"Glucosamine Sulfate, Lidocaine Hydrochloride"
1974,"Articaine Hydrochloride, Epinephrine Bitartrate"
1975,Perindopril Tosilate
1976,"Dry Extract Of Fresh Artichoke Leaf (1:30-31), Extraction Solvent: Ethanol 65% V/V, Dry Extract Of Milk Thistle Fruit (1:2.0-2.1), Extraction Solvent: Ethanol 58% V/V, Dry Extract Of Fresh Dandelion Herb With Root (1:17-18), Extraction Solvent: Ethanol 51"
1977,Hydroxocobalamin
1978,"Articulatio Coxae Bovis Gl Dil. D5 (Hab, Vs. 41b)"
1979,"Articulatio Genus Bovis Gl Dil. D5 (Hab, Vs. 41b)"
1980,"Allium Cepa Ferm 34a Dil. D2, Arnica Montana E Planta Tota Ferm 33c Dil. D4 (Hab, Vs. 33c), Articulatio Subtalaris Bovis Gl Dil. D8 (Hab, Vs. 41b), Articulatio Subtalaris Bovis Gl Dil. D4 (Hab, Vs. 41b), Articulatio Talocruralis Bovis Gl Dil. D8 (Hab, Vs."
1981,Meglumine Gadoterate
1982,"Dipotassium Phosphate, Potassium Dihydrogen Phosphate, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate"
1983,"Artichoke Leaf Dry Extract (4-6:1): Extraction Agent: Water, Cynara Scolymus Leaf Powder"
1984,"Artichoke Leaf Dry Extract (5.8-7.5:1), Extraction Agent: Water, Dry Extract Of Milk Thistle Fruit (25-40:1), Extraction Solvent: Acetone"
1985,"Aprotinin, Human Fibrinogen, Calcium Chloride Dihydrate, Human Thrombin"
1986,"Dimethyl Sulfoxide, Fluocinolone Acetonide, Phenylbutazone, Methyl Salicylate"
1987,"Dry Extract From Devil's Claw Root (Der 1.5-3:1), Extraction Solvent: Ethanol 60% (V/V)"
1988,"Diclofenac, Misoprostol"
1989,Povidone K30
1990,"Argentum Metallicum Dil. D10, Arisaema Triphyllum Dil. D2, Arum Maculatum Dil. D2, Acidum Arsenicosum Dil. D10, Zingiber Officinale Dil. D4"
1991,"Arum Triphyllum Dil D2, Ammonium Bromatum Dil D2, Hydrargyrum Bichloratum Dil D8, Aesculus Hippocastanum Dil. D1"
1992,Timolol Maleate
1993,Timolol Maleate Ph. Eur.
1994,Triptorelin
1995,Micronised Purified Flavonoic Fraction
1996,"Arnica Montana Dil. D30, Phosphorus Dil. D30, Calcium Carbonicum Hahnemanni Dil. D30, Argentum Nitricum Dil. D12, Arum Maculatum Dil. D12"
1997,Propafenone Hydrochloride
1998,Paroxetine Hydrochloride Hemihydrate
1999,Eucalyptus Oil
2000,Dorzolamide
2001,"Dorzolamide, Timolol"
2002,"Asa Foetida Dil. D2, Ignatia Dil. D3, Nux Moschata Dil. D3, Zincum Isovalerianicum Dil. D5, Leonurus Cardiaca Dil. D1"
2003,"Acetylsalicylic Acid, Rosuvastatin"
2004,Rasagiline Tartrate
2005,Carbasalate Calcium
2006,Piperazine Hydrate Bp
2007,"Ibandronic Acid Monosodium Salt, Monohydrate"
2008,"Ascorbic Acid, Ferrous Gluconate"
2009,Ferrous Ascorbate
2010,"Ascorbic Acid, Rutoside Trihydrate"
2011,"Thonzylamine Hydrochloride, Mebechinium Metilsulfate"
2012,Zolmitriptan
2013,"Aluminium Oxide, Hydrated, Acetylsalicylic Acid, Magnesium Hydroxide"
2014,Guaifenesin Bp
2015,Glycerin Bp
2016,Hexylresorcinol Bp
2017,Hexylresorcinol
2018,"Levomenthol Bp, Aniseed Oil Bp, Capsicum Tincture Bpc"
2019,"Levomenthol, Cajuput Oil, Eucalyptus Oil, Methyl Salicylate"
2020,Nicotine Resinate
2021,"Ammonium Chloride Bp, Diphenhydramine Hydrochloride Bp"
2022,"Bisoprolol Fumarate, Perindopril Arginine"
2023,"Tincture From Matricaria Flower (1:4-5), Extraction Solvent: Ethanol 70% (V/V)"
2024,Milrinone
2025,Itopride Hydrochloride
2026,Magnesium Aspartate Tetrahydrate
2027,"Pyridoxine Hydrochloride, Magnesium Aspartate Tetrahydrate"
2028,"Magnesium, Pyridoxine Hydrochloride"
2029,Formoterol Fumarate Dihydrate
2030,Salmeterol
2031,Cytisinicline
2032,"Potassium Hydrogen Aspartate Hemihydrate, Magnesium Aspartate Tetrahydrate"
2033,"Paracetamol, Acetylsalicylic Acid, Codeine Phosphate Hemihydrate"
2034,"Magnesium Aspartate, Potassium Hydrogen Aspartate"
2035,"Magnesium Aspartate Tetrahydrate, Potassium Aspartate Hemihydrate"
2036,"Asparagus Root Powder, Parsley Powder"
2037,"Potassium Hydrogen Aspartate, Magnesium Aspartate Tetrahydrate"
2038,"Pyridoxine Hydrochloride, L-Aspartic Acid"
2039,Pegcetacoplan
2040,"Soft Extract From Thyme (1.7 -2.5: 1), Extraction Solvents: Ammonia Solution 10 % (M/M), Glycerol 85%, Ethanol 90%, Water (1:20:70:109)"
2041,"Liquid Extract From Thyme Herb (Der 1:2-2,5), Extraction Solvents: Ammonia Solution 10 % (M/M), Glycerol 85%, Ethanol 90%, Water (1:20:70:109)"
2042,"Amylmetacresol, 2,4 Dichlorobenzyl Alcohol, Anhydrous Lidocaine Hydrochloride"
2043,"Lidocaine Hydrochloride Monohydrate, Amylmetacresol, 2,4 Dichlorobenzyl Alcohol"
2044,"Acetylsalicylic Acid, Magnesium Oxide"
2045,Aspirin Bp
2046,"Pseudoephedrine Hydrochloride, Acetylsalicylic Acid"
2047,"Chlorphenamine Maleate, Phenylephrine Bitartrate, Acetylsalicylic Acid"
2048,"Acetylsalicylic Acid, Caffeine Monohydrate, Codeine Phosphate Hemihydrate"
2049,Roxithromycin
2050,Itraconazole
2051,Ganirelix
2052,Aster Pollen
2053,Erdosteine
2054,"Grindelia Robusta Dil. D3, Blatta Orientalis Dil. D 5, Euspongia Officinalis Dil. D 5, Ammi Visnaga Dil. D 7, Cetraria Islandica Dil. D 5, Chamomilla Recutita Dil. D 5, Natrium Sulfuricum Dil. D 6, Psychotria Ipecacuanha Dil. D6, Eriodictyon Californicum "
2055,"Cuprum Aceticum Dil. D6, Drosera Dil. D1, Hyoscyamus Dil. D2, Eriodictyon Californicum Dil. D2"
2056,Siberian Ginseng Root
2057,"Natrium Phosphoricum Dil. D4, Atropa Bella-Donna Spag. Peka Dil. D4, Strychnos Nux-Vomica Spag. Peka Dil. D4, Robinia Pseudoacacia Spag. Peka Dil. D6, Achillea Millefolium Mother Tincture, Stibium Sulfuratum Nigrum Dil. D8, Colchicum Autumnale Dil. D6, Ci"
2058,Fludrocortisone
2059,Torasemide
2060,"Ramipril, Rosuvastatin"
2061,"Amlodipine Besilate, Rosuvastatin Calcium"
2062,Metopimazine
2063,"Hydrochlorothiazide, Candesartan Cilexetil"
2064,"Guaifenesin, Paracetamol, Caffeine"
2065,Hydroxyzine Dihydrochloride
2066,Hydroxyzine Hydrochloride
2067,Atazanavir
2068,Atazanavir Sulfate
2069,Atenolol
2070,"Atenolol, Chlortalidone"
2071,"Hydrocortisone Acetate, Polymyxin B Sulfate, Oxytetracycline"
2072,"Mometasone Furoate, Indacaterol"
2073,Ipratropium Bromide Monohydrate
2074,Human Plasma Derived Antithrombin
2075,Atenolol Ph. Eur.
2076,"Atenolol, Nifedipine"
2077,"Adenosine 5' Triphosphate, Disodium Salt"
2078,"Glycine, Adenosine Triphosphate"
2079,"Anti-T Lymphocyte Immunoglobulin For Human Use, Horse"
2080,"Ezetimibe, Atorvastatin Calcium Trihydrate"
2081,"Cyanocobalamin, Folic Acid, Pyridoxine"
2082,"Tolnaftate Bp, Benzalkonium Chloride Solution Bp"
2083,Thiamazole
2084,Tapentadol Hydrochloride
2085,Naftifine Hydrochloride
2086,"Solanum Dulcamara D6, Sambucus Nigra D1, Natrium Sulfuricum D6, Arsenicum Album D12, Tartarus Emeticus D12"
2087,Prazosin
2088,Tacrolimus Monohydrate
2089,Atorvastatin Calcium Trihydrate
2090,Atosiban
2091,Atosiban Acetate
2092,Ondansetron
2093,Somatostatin
2094,Atovaquone
2095,"Proguanil Hydrochloride, Atovaquone"
2096,"Enalapril Maleate, Lercanidipine Hydrochloride"
2097,"Cyanocobalamin, Folic Acid, Ferrous Fumarate, Potassium Iodide"
2098,Cefoxitin Sodium
2099,Nelarabine
2100,"Emtricitabine, Efavirenz, Tenofovir Disoproxil Phosphate"
2101,"Valsartan, Sacubitril"
2102,Dexibuprofen
2103,"Fenoterol Hydrobromide, Ipratropium Bromide Monohydrate"
2104,"Salbutamol Sulfate, Ipratropium Bromide Monohydrate"
2105,"Chondroitin Sulfate Sodium, Glucosamine Sulfate Sodium Chloride"
2106,"Tincture From Arnica Montana Flower (Der 1:20), Extraction Solvent: Ethanol 57.9% (V/V)"
2107,"Tincture From Fresh Arnica Montana, Extraction Solvent: Ethanol 50% (M/M)"
2108,Atropine Sulfate Monohydrate
2109,Atropine Sulfate Ph. Eur.
2110,Atropine
2111,Atropine Sulphate Bp
2112,"Dry Extract From Devil's Claw Root Corresponding To 720 - 1440 Mg Of Dried Root, Extraction Solvent: 60% (V/V)"
2113,Ipratropium Bromide
2114,Ipratropium Bromide Anhydrous
2115,"Fenoterol Hydrobromide, Ipratropium Bromide Anhydrous"
2116,"Fenoterol Hydrobromide, Ipratropium Bromide"
2117,Azathioprine
2118,Diflunisal
2119,"Gelsemium Sempervirens Dil. D4, Arum Maculatum Dil. D4, Cuprum Aceticum Dil. D4, Hedera Helix Spag. Peka Dil. D6, Lactuca Virosa Dil. D4, Cochlearia Armoracia Dil. D4, Bryonia Spag. Peka Dil. D4, Dactylopius Coccus Spag. Peka Dil. D2"
2120,Hawthorn (Flowering Top Powder)
2121,Obecabtagene Autoleucel
2122,Betamethasone
2123,Choline Salicylate
2124,Choline Salicylate Solution Bp
2125,"Choline Salicylate, Glycerol"
2126,Ofloxacin
2127,"Cucurbita Pepo, Flos Rec. Trit. D2, Apatit Trit. D5"
2128,"Conchae Trit. D1, Quercus, Ethanol. Decoctum Trit. D3"
2129,"Conchae, Quercus, Ethanol. Decoctum Trit. D3"
2130,"Euphrasia 3c D6, Argentum Nitricum D6, Hepar Sulfuris D12, Atropa Bella-Donna D6"
2131,"Euphrasia 3c D6, Hydrargyrum Bichloratum D15, Argentum Nitricum D6, Atropa Bella-Donna D6"
2132,Midodrine Hydrochloride
2133,Repotrectinib
2134,"Dextran 70, Hypromellose"
2135,Phenytoin Sodium
2136,"Chlortetracycline Hydrochloride, Triamcinolone Acetonide"
2137,Chlortetracycline Hydrochloride
2138,Citalopram
2139,"Dexamethasone Sodium Phosphate, Nystatin, Polymyxin B Sulfate, Oxytetracycline Hydrochloride"
2140,"Hexamidine Diisetionate, Lidocaine Hydrochloride"
2141,Mebeverine Hydrochloride
2142,"Prednisolone Caproate, Dexpanthenol, Lidocaine Hydrochloride"
2143,"Acetylsalicylic Acid, Clopidogrel"
2144,"Diosmin, Hesperidin"
2145,Felodipine
2146,Moclobemide
2147,"Aurum Metallicum Praeparatum Dil. D10 Aquos., Hyoscyamus Niger, Planta Tota Rh Dil. D5, Stibium Metallicum Praeparatum Dil. D6 Aquos."
2148,"Aurum Metallicum Praeparatum Dil. D10, Hyoscyamus Dil. D5, Stibium Metallicum Praeparatum Dil. D6"
2149,"Aurum Metallicum Praeparatum Dil. D4, Rosae Aetheroleum Extractum, Lavender Oil"
2150,"Aurum Metallicum Trit. D3, Myrrh, Olibanum"
2151,"Aurum Metallicum Trit. D6, Myrrha Trit. D3 (Hab, Vs. 6), Olibanum Trit. D3 (Hab, Vs. 6)"
2152,"Aurum Metallicum Trit. D7, Myrrha Trit. D4 (Hab, Vs. 6), Olibanum Trit. D4 (Hab, Vs. 6)"
2153,"Aurum Metallicum Praeparatum Dil. D10 Aquos., Cor Bovis Dil. D4"
2154,"Aurum Metallicum Praeparatum Dil. D10 Aquos., Ferrum Sidereum Dil. D10 Aquos."
2155,"Aurum Metallicum Praeparatum Dil. D10 Aquos., Stibium Metallicum Praeparatum Dil. D8 Aquos."
2156,"Aurum Metallicum Praeparatum Dil. D30, Equisetum Arvense Rh Dil. D20"
2157,"Digitalis Purpurea D3, Arnica Montana D3, Crataegus D2, Selenicereus Grandiflorus D4, Spigelia Anthelmia D3, Aconitum Napellus D6, Prunus Laurocerasus D3, Aurum Chloratum D6"
2158,"Aurum Metallicum Dil. D12, Aurum Metallicum Praeparatum Dil. D10 Aquos., Aurum Metallicum Praeparatum Dil. D30, Aurum Metallicum Praeparatum Dil. D15, Aurum Metallicum Praeparatum Dil. D6 Aquos., Aurum Metallicum Dil. D20"
2159,"Aurum Metallicum Dil. D12, Aurum Metallicum Praeparatum Dil. D10, Aurum Metallicum Praeparatum Dil. D30, Aurum Metallicum Praeparatum Dil. D15, Aurum Metallicum Dil. D20"
2160,"Aurum Metallicum Praeparatum Trit. D10, Aurum Metallicum Trit. D12, Aurum Metallicum Trit. D20, Aurum Metallicum Trit. D30"
2161,"Aurum Metallicum Dil. D5, Camphora Dil. D3 Aquos. (Hab, Sv 5b), Selenicereus Grandiflorus Ex Herba Ferm 33d Dil. D2 (Hab, Vs. 33d), Strophanthus Kombe E Semine Ferm 35b Dil. D3 (Hab, Vs. 35b), Valeriana Officinalis E Radice Ferm 33c Dil. D2 (Hab, Vs. 33c)"
2162,"Aurum Metallicum Dil. D9, Camphora Dil. D3 Aquos. (Hab, Sv 5b), Selenicereus Grandiflorus Ex Herba Ferm 33d Dil. D3 (Hab, Vs. 33d), Strophanthus Kombe E Semine Ferm 35b Dil. D5 (Hab, Vs. 35b), Valeriana Officinalis E Radice Ferm 33c Dil. D2 (Hab, Vs. 33c)"
2163,"Apis Regina Tota Gl Dil. D5 (Hab, Vs. 41c), Aurum Chloratum Dil. D6 Aquos. (Hab, Vs. 5b), Avena Sativa Ferm 33c Dil. D2, Hypericum Perforatum Ex Herba Ferm 33c Dil. D2 (Hab, Vs. 33c), Strychnos Ignatii E Semine Ferm 35b Dil. D4 (Hab, Vs. 35b), Acidum Phos"
2164,"Aurum Metallicum Dil. D9, Atropa Belladonna Ex Herba Ferm 33a Dil. D9 (Hab, Vs. 33a), Plumbum Mellitum Dil. D11 Aquos. (Hab, Vs. 6)"
2165,"Aurum Metallicum Dil. D9, Equisetum Arvense Ex Herba Ferm 35b Dil. D14 (Hab, Vs. 35b)"
2166,"Aurum Metallicum Dil. D29 Aquos., Equisetum Arvense Ex Herba Ferm 35b Dil. D14 (Hab, Vs. 35b)"
2167,"Aurum Metallicum Dil. D9, Prunus Spinosa E Floribus Et Summitatibus Ferm 33d Dil. D5 (Hab, Vs. 33d)"
2168,"Aurum Metallicum Dil. D9, Hyoscyamus Niger Ex Herba Ferm 33d Dil. D4 (Hab, Vs. 33d), Stibium Metallicum Dil. D7"
2169,"Aurum Metallicum Dil. D9, Strophanthus Kombe E Semine Ferm 35b Dil. D5 (Hab, Vs. 35b)"
2170,"Aconitum Dil. D6, Cactus Dil. D4, Crataegus Mother Tincture, Arnica Dil. D3, Aurum Chloratum Dil. D6"
2171,"Convallaria Majalis D2, Cytisus Scoparius D1, Arnica Montana D1, Natrium Tetrachloroauratum D6, Valeriana Officinalis D1, Crataegus Mother Tincture"
2172,"Aurum Metallicum Dil. D12, Aurum Metallicum Dil. D200, Aurum Metallicum Dil. D30"
2173,Aluminium Potassium Sulphate Dodecahydrate
2174,Extract Of Fresh Maple Mistletoe Herb
2175,"Metformin Hydrochloride, Linagliptin"
2176,"Benzyl Alcohol, Isopropyl Alcohol, Ethanol (96% Denatured With Mek)"
2177,Hydroxychloroquine Sulfate
2178,"Adonis Vernalis Dil. D 3, Crataegus Dil. D 3, Selenicereus Grandiflorus Dil. D 4, Convallaria Majalis Dil. D3"
2179,Retinol
2180,"Retinol Palmitate, Dl-Alpha Tocopherol Acetate"
