+-------------------+----------------+----------+--------------------+------------------------+---------------+--------------------+------------------+--------------+---------------------------------+--------------------------+----------------------+
| department_name   | admission_year | ken_code | insurance_provider | total_hospitalizations | avg_stay_days | mean_duration_days | total_extra_days | base_revenue | extra_revenue_due_to_mdn_excess | calculated_total_revenue | stored_total_revenue |
| ICU               |           2024 | Ν41Μ     | PRIVATE_A          |                      4 |          9.50 |                 10 |                5 |    734800.00 |                        91850.00 |                826650.00 |            826650.00 |
| ICU               |           2024 | Ρ20Μ     | PRIVATE_A          |                      3 |          8.33 |                 11 |                0 |    754200.00 |                            0.00 |                754200.00 |            754200.00 |
| ICU               |           2024 | Ν41Χ     | PRIVATE_A          |                      3 |         10.00 |                  3 |               21 |    207900.00 |                       485100.00 |                693000.00 |            693000.00 |
| ICU               |           2024 | Κ44Α     | UNINSURED          |                      2 |         11.00 |                  1 |               20 |     62200.00 |                       622000.00 |                684200.00 |            684200.00 |
| ICU               |           2024 | Κ16Μ     | PRIVATE_A          |                      1 |          4.00 |                  3 |                1 |    153100.00 |                       510330.00 |                663430.00 |            663430.00 |
| ICU               |           2024 | Κ44Α     | ARMED_FORCES       |                      3 |          7.00 |                  1 |               18 |     93300.00 |                       559800.00 |                653100.00 |            653100.00 |
| ICU               |           2024 | Κ30Μ     | EFKA               |                      1 |          6.00 |                 11 |                0 |    629500.00 |                            0.00 |                629500.00 |            629500.00 |
| ICU               |           2024 | Κ40Μ     | EFKA               |                      3 |          4.67 |                 10 |                0 |    600000.00 |                            0.00 |                600000.00 |            600000.00 |
| ICU               |           2024 | Ν41Μ     | UNINSURED          |                      3 |          7.00 |                 10 |                0 |    551100.00 |                            0.00 |                551100.00 |            551100.00 |
| ICU               |           2024 | Κ45ΜΑ    | EFKA               |                      2 |          6.00 |                 10 |                0 |    485600.00 |                            0.00 |                485600.00 |            485600.00 |
| ICU               |           2024 | Κ41Μ     | UNINSURED          |                      1 |         12.00 |                 22 |                0 |    480100.00 |                            0.00 |                480100.00 |            480100.00 |
| ICU               |           2024 | Κ12Χ     | UNINSURED          |                      1 |          5.00 |                  4 |                1 |    369400.00 |                        92350.00 |                461750.00 |            461750.00 |
| ICU               |           2024 | Κ46Μ     | EFKA               |                      3 |          6.33 |                  6 |                3 |    373500.00 |                        62250.00 |                435750.00 |            435750.00 |
| ICU               |           2024 | Κ31Μ     | EFKA               |                      2 |          6.00 |                  8 |                0 |    407600.00 |                            0.00 |                407600.00 |            407600.00 |
| ICU               |           2024 | Κ21Μ     | EFKA               |                      1 |          7.00 |                 15 |                0 |    368000.00 |                            0.00 |                368000.00 |            368000.00 |
| ICU               |           2024 | Ν41Μ     | PRIVATE_B          |                      2 |         10.00 |                 10 |                0 |    367400.00 |                            0.00 |                367400.00 |            367400.00 |
| ICU               |           2024 | Κ36Μ     | EFKA               |                      2 |          9.50 |                  5 |                9 |    191400.00 |                       172260.00 |                363660.00 |            363660.00 |
| ICU               |           2024 | Κ44Α     | PRIVATE_B          |                      1 |         11.00 |                  1 |               10 |     31100.00 |                       311000.00 |                342100.00 |            342100.00 |
| ICU               |           2024 | Κ18Χ     | PRIVATE_A          |                      1 |          5.00 |                  2 |                3 |    114600.00 |                       171900.00 |                286500.00 |            286500.00 |
| ICU               |           2024 | Κ45ΜΑ    | PRIVATE_B          |                      1 |         10.00 |                 10 |                0 |    242800.00 |                            0.00 |                242800.00 |            242800.00 |
| ICU               |           2024 | Κ46Μ     | ARMED_FORCES       |                      1 |         11.00 |                  6 |                5 |    124500.00 |                       103750.00 |                228250.00 |            228250.00 |
| ICU               |           2024 | Κ18Μ     | EFKA               |                      1 |          6.00 |                  7 |                0 |    222600.00 |                            0.00 |                222600.00 |            222600.00 |
| ICU               |           2024 | Κ46Χ     | ARMED_FORCES       |                      1 |         10.00 |                  2 |                8 |     44400.00 |                       177600.00 |                222000.00 |            222000.00 |
| ICU               |           2024 | Κ43Χ     | EFKA               |                      1 |         11.00 |                  2 |                9 |     39700.00 |                       178650.00 |                218350.00 |            218350.00 |
| ICU               |           2024 | Κ46Χ     | EFKA               |                      1 |          9.00 |                  2 |                7 |     44400.00 |                       155400.00 |                199800.00 |            199800.00 |
| ICU               |           2024 | Ν41Μ     | ARMED_FORCES       |                      1 |         10.00 |                 10 |                0 |    183700.00 |                            0.00 |                183700.00 |            183700.00 |
| ICU               |           2024 | Κ36Μ     | PRIVATE_B          |                      1 |          8.00 |                  5 |                3 |     95700.00 |                        57420.00 |                153120.00 |            153120.00 |
| ICU               |           2024 | Κ43Μ     | EFKA               |                      1 |          2.00 |                  8 |                0 |    147100.00 |                            0.00 |                147100.00 |            147100.00 |
| ICU               |           2024 | Ν41Χ     | ARMED_FORCES       |                      1 |          6.00 |                  3 |                3 |     69300.00 |                        69300.00 |                138600.00 |            138600.00 |
| ICU               |           2024 | Κ39Μ     | EFKA               |                      1 |          6.00 |                  6 |                0 |    126800.00 |                            0.00 |                126800.00 |            126800.00 |
| ICU               |           2024 | Ν41Χ     | UNINSURED          |                      1 |          5.00 |                  3 |                2 |     69300.00 |                        46200.00 |                115500.00 |            115500.00 |
| Internal Medicine |           2024 | Θ01Μ     | EFKA               |                     17 |          8.29 |                 27 |                0 |  10543400.00 |                            0.00 |              10543400.00 |          10543400.00 |
| Internal Medicine |           2024 | Τ02Α     | EFKA               |                      5 |         10.00 |                 23 |                0 |  10139500.00 |                            0.00 |              10139500.00 |          10139500.00 |
| Internal Medicine |           2024 | Θ20Χ     | EFKA               |                      7 |          8.57 |                  7 |               13 |   1106000.00 |                      2934230.00 |               4040230.00 |           4040230.00 |
| Internal Medicine |           2024 | Κ37Μ     | EFKA               |                      5 |          8.40 |                  6 |               14 |    599000.00 |                      2795380.00 |               3394380.00 |           3394380.00 |
| Internal Medicine |           2024 | Α10Χ     | UNINSURED          |                      1 |         13.00 |                  8 |                5 |    462700.00 |                      2891900.00 |               3354600.00 |           3354600.00 |
| Internal Medicine |           2024 | Α10Χ     | ARMED_FORCES       |                      2 |          8.00 |                  8 |                4 |    925400.00 |                      2313520.00 |               3238920.00 |           3238920.00 |
| Internal Medicine |           2024 | Α12Χ     | EFKA               |                      2 |         12.50 |                  7 |               11 |    359600.00 |                      2825460.00 |               3185060.00 |           3185060.00 |
| Internal Medicine |           2024 | Α10Μ     | EFKA               |                      5 |          7.60 |                 12 |                1 |   3018000.00 |                        50300.00 |               3068300.00 |           3068300.00 |
| Internal Medicine |           2024 | Κ38Χ     | EFKA               |                      7 |          6.14 |                  1 |               36 |    438900.00 |                      2257200.00 |               2696100.00 |           2696100.00 |
| Internal Medicine |           2024 | Ρ20Μ     | EFKA               |                      6 |          9.33 |                 11 |                5 |   1508400.00 |                      1142750.00 |               2651150.00 |           2651150.00 |
| Internal Medicine |           2024 | Ρ20Α     | EFKA               |                      4 |          7.75 |                 11 |                0 |   2409200.00 |                            0.00 |               2409200.00 |           2409200.00 |
| Internal Medicine |           2024 | Θ01Χ     | EFKA               |                      8 |          7.00 |                 12 |                0 |   2240800.00 |                            0.00 |               2240800.00 |           2240800.00 |
| Internal Medicine |           2024 | Θ20Μ     | EFKA               |                      5 |          7.40 |                 18 |                0 |   2148000.00 |                            0.00 |               2148000.00 |           2148000.00 |
| Internal Medicine |           2024 | Τ02Α     | PRIVATE_B          |                      1 |         11.00 |                 23 |                0 |   2027900.00 |                            0.00 |               2027900.00 |           2027900.00 |
| Internal Medicine |           2024 | Κ38Χ     | ARMED_FORCES       |                      3 |          9.67 |                  1 |               26 |    188100.00 |                      1630200.00 |               1818300.00 |           1818300.00 |
| Internal Medicine |           2024 | Κ37Χ     | EFKA               |                      8 |          9.75 |                  2 |               62 |    367200.00 |                      1422900.00 |               1790100.00 |           1790100.00 |
| Internal Medicine |           2024 | Θ20Α     | EFKA               |                      7 |          8.43 |                  1 |               52 |    207900.00 |                      1544400.00 |               1752300.00 |           1752300.00 |
| Internal Medicine |           2024 | Θ20Μ     | PRIVATE_A          |                      4 |          9.25 |                 18 |                0 |   1718400.00 |                            0.00 |               1718400.00 |           1718400.00 |
| Internal Medicine |           2024 | Ρ20Χ     | EFKA               |                      5 |          5.40 |                  6 |                5 |    630500.00 |                      1050850.00 |               1681350.00 |           1681350.00 |
| Internal Medicine |           2024 | Α12Χ     | ARMED_FORCES       |                      2 |          9.00 |                  7 |                5 |    359600.00 |                      1284300.00 |               1643900.00 |           1643900.00 |
| Internal Medicine |           2024 | Κ38Μ     | EFKA               |                      6 |          7.00 |                  4 |               19 |    770400.00 |                       609900.00 |               1380300.00 |           1380300.00 |
| Internal Medicine |           2024 | Π28Μ     | EFKA               |                      6 |          8.33 |                 10 |                3 |   1237200.00 |                        61860.00 |               1299060.00 |           1299060.00 |
| Internal Medicine |           2024 | Θ01Μ     | ARMED_FORCES       |                      2 |          6.00 |                 27 |                0 |   1240400.00 |                            0.00 |               1240400.00 |           1240400.00 |
| Internal Medicine |           2024 | Θ01Μ     | UNINSURED          |                      2 |          3.50 |                 27 |                0 |   1240400.00 |                            0.00 |               1240400.00 |           1240400.00 |
| Internal Medicine |           2024 | Ρ20Α     | PRIVATE_B          |                      2 |          8.00 |                 11 |                0 |   1204600.00 |                            0.00 |               1204600.00 |           1204600.00 |
| Internal Medicine |           2024 | Π47Μ     | EFKA               |                      9 |          5.00 |                  5 |                8 |   1008900.00 |                       179360.00 |               1188260.00 |           1188260.00 |
| Internal Medicine |           2024 | Ρ20Χ     | PRIVATE_A          |                      1 |         11.00 |                  6 |                5 |    126100.00 |                      1050850.00 |               1176950.00 |           1176950.00 |
| Internal Medicine |           2024 | Π28Μ     | UNINSURED          |                      5 |          8.20 |                 10 |                3 |   1031000.00 |                        61860.00 |               1092860.00 |           1092860.00 |
| Internal Medicine |           2024 | Π28Χ     | EFKA               |                      8 |          5.13 |                  4 |               13 |    697600.00 |                       283400.00 |                981000.00 |            981000.00 |
| Internal Medicine |           2024 | Ρ20Χ     | UNINSURED          |                      1 |         10.00 |                  6 |                4 |    126100.00 |                       840680.00 |                966780.00 |            966780.00 |
| Internal Medicine |           2024 | Α12Χ     | PRIVATE_B          |                      1 |         10.00 |                  7 |                3 |    179800.00 |                       770580.00 |                950380.00 |            950380.00 |
| Internal Medicine |           2024 | Α10Χ     | EFKA               |                      2 |          7.50 |                  8 |                0 |    925400.00 |                            0.00 |                925400.00 |            925400.00 |
| Internal Medicine |           2024 | Π41Χ     | EFKA               |                      7 |          6.14 |                  2 |               29 |    288400.00 |                       597400.00 |                885800.00 |            885800.00 |
| Internal Medicine |           2024 | Κ38Μ     | PRIVATE_A          |                      4 |          6.00 |                  4 |               11 |    513600.00 |                       353100.00 |                866700.00 |            866700.00 |
| Internal Medicine |           2024 | Θ20Χ     | PRIVATE_A          |                      1 |         10.00 |                  7 |                3 |    158000.00 |                       677130.00 |                835130.00 |            835130.00 |
| Internal Medicine |           2024 | Κ38Χ     | PRIVATE_B          |                      1 |         13.00 |                  1 |               12 |     62700.00 |                       752400.00 |                815100.00 |            815100.00 |
| Internal Medicine |           2024 | Α12Μ     | EFKA               |                      2 |          8.00 |                 17 |                0 |    796800.00 |                            0.00 |                796800.00 |            796800.00 |
| Internal Medicine |           2024 | Α12Μ     | PRIVATE_B          |                      2 |          7.50 |                 17 |                0 |    796800.00 |                            0.00 |                796800.00 |            796800.00 |
| Internal Medicine |           2024 | Θ01Χ     | UNINSURED          |                      2 |          7.50 |                 12 |                1 |    560200.00 |                       233420.00 |                793620.00 |            793620.00 |
| Internal Medicine |           2024 | Α22ΜΑ    | EFKA               |                      4 |          4.50 |                 10 |                0 |    775200.00 |                            0.00 |                775200.00 |            775200.00 |
| Internal Medicine |           2024 | Π41Μ     | EFKA               |                      5 |          7.00 |                  5 |               12 |    513500.00 |                       246480.00 |                759980.00 |            759980.00 |
| Internal Medicine |           2024 | Α22Χ     | EFKA               |                      6 |          6.00 |                  3 |               18 |    378000.00 |                       378000.00 |                756000.00 |            756000.00 |
| Internal Medicine |           2024 | Θ20Α     | UNINSURED          |                      3 |          8.33 |                  1 |               22 |     89100.00 |                       653400.00 |                742500.00 |            742500.00 |
| Internal Medicine |           2024 | Π28Χ     | ARMED_FORCES       |                      4 |          7.75 |                  4 |               16 |    348800.00 |                       348800.00 |                697600.00 |            697600.00 |
| Internal Medicine |           2024 | Κ44Α     | EFKA               |                      4 |          5.50 |                  1 |               18 |    124400.00 |                       559800.00 |                684200.00 |            684200.00 |
| Internal Medicine |           2024 | Α10Μ     | UNINSURED          |                      1 |         13.00 |                 12 |                1 |    603600.00 |                        50300.00 |                653900.00 |            653900.00 |
| Internal Medicine |           2024 | Π28Μ     | PRIVATE_A          |                      3 |          5.67 |                 10 |                0 |    618600.00 |                            0.00 |                618600.00 |            618600.00 |
| Internal Medicine |           2024 | Π28Χ     | PRIVATE_A          |                      3 |          8.67 |                  4 |               14 |    261600.00 |                       305200.00 |                566800.00 |            566800.00 |
| Internal Medicine |           2024 | Θ20Χ     | PRIVATE_B          |                      2 |          5.50 |                  7 |                1 |    316000.00 |                       225710.00 |                541710.00 |            541710.00 |
| Internal Medicine |           2024 | Κ44Α     | PRIVATE_A          |                      2 |          8.50 |                  1 |               15 |     62200.00 |                       466500.00 |                528700.00 |            528700.00 |
| Internal Medicine |           2024 | Κ37Χ     | PRIVATE_B          |                      3 |          7.00 |                  2 |               15 |    137700.00 |                       344250.00 |                481950.00 |            481950.00 |
| Internal Medicine |           2024 | Κ38Μ     | UNINSURED          |                      2 |          6.50 |                  4 |                6 |    256800.00 |                       192600.00 |                449400.00 |            449400.00 |
| Internal Medicine |           2024 | Α22Χ     | PRIVATE_A          |                      2 |         10.50 |                  3 |               15 |    126000.00 |                       315000.00 |                441000.00 |            441000.00 |
| Internal Medicine |           2024 | Κ37Μ     | ARMED_FORCES       |                      2 |          6.50 |                  6 |                1 |    239600.00 |                       199670.00 |                439270.00 |            439270.00 |
| Internal Medicine |           2024 | Α12Χ     | PRIVATE_A          |                      1 |          8.00 |                  7 |                1 |    179800.00 |                       256860.00 |                436660.00 |            436660.00 |
| Internal Medicine |           2024 | Θ20Μ     | PRIVATE_B          |                      1 |          2.00 |                 18 |                0 |    429600.00 |                            0.00 |                429600.00 |            429600.00 |
| Internal Medicine |           2024 | Θ20Μ     | UNINSURED          |                      1 |         12.00 |                 18 |                0 |    429600.00 |                            0.00 |                429600.00 |            429600.00 |
| Internal Medicine |           2024 | Α22ΜΑ    | UNINSURED          |                      2 |          9.50 |                 10 |                2 |    387600.00 |                        38760.00 |                426360.00 |            426360.00 |
| Internal Medicine |           2024 | Π47Μ     | PRIVATE_A          |                      2 |          9.50 |                  5 |                9 |    224200.00 |                       201780.00 |                425980.00 |            425980.00 |
| Internal Medicine |           2024 | Κ37Χ     | ARMED_FORCES       |                      2 |          9.00 |                  2 |               14 |     91800.00 |                       321300.00 |                413100.00 |            413100.00 |
| Internal Medicine |           2024 | Π41Μ     | UNINSURED          |                      2 |         10.00 |                  5 |               10 |    205400.00 |                       205400.00 |                410800.00 |            410800.00 |
| Internal Medicine |           2024 | Κ44Α     | UNINSURED          |                      1 |         13.00 |                  1 |               12 |     31100.00 |                       373200.00 |                404300.00 |            404300.00 |
| Internal Medicine |           2024 | Π47Μ     | PRIVATE_B          |                      2 |          6.50 |                  5 |                6 |    224200.00 |                       134520.00 |                358720.00 |            358720.00 |
| Internal Medicine |           2024 | Π41Χ     | PRIVATE_B          |                      3 |          5.67 |                  2 |               11 |    123600.00 |                       226600.00 |                350200.00 |            350200.00 |
| Internal Medicine |           2024 | Α22ΜΒ    | EFKA               |                      3 |          3.67 |                  6 |                0 |    343200.00 |                            0.00 |                343200.00 |            343200.00 |
| Internal Medicine |           2024 | Α22ΜΒ    | PRIVATE_A          |                      1 |          7.00 |                  6 |                1 |    114400.00 |                       190670.00 |                305070.00 |            305070.00 |
| Internal Medicine |           2024 | Π47Μ     | ARMED_FORCES       |                      1 |         13.00 |                  5 |                8 |    112100.00 |                       179360.00 |                291460.00 |            291460.00 |
| Internal Medicine |           2024 | Θ01Χ     | PRIVATE_A          |                      1 |          2.00 |                 12 |                0 |    280100.00 |                            0.00 |                280100.00 |            280100.00 |
| Internal Medicine |           2024 | Θ20Α     | ARMED_FORCES       |                      1 |          9.00 |                  1 |                8 |     29700.00 |                       237600.00 |                267300.00 |            267300.00 |
| Internal Medicine |           2024 | Θ20Α     | PRIVATE_A          |                      1 |          9.00 |                  1 |                8 |     29700.00 |                       237600.00 |                267300.00 |            267300.00 |
| Internal Medicine |           2024 | Π41Μ     | PRIVATE_A          |                      1 |         13.00 |                  5 |                8 |    102700.00 |                       164320.00 |                267020.00 |            267020.00 |
| Internal Medicine |           2024 | Π28Χ     | PRIVATE_B          |                      1 |         12.00 |                  4 |                8 |     87200.00 |                       174400.00 |                261600.00 |            261600.00 |
| Internal Medicine |           2024 | Κ38Χ     | PRIVATE_A          |                      1 |          4.00 |                  1 |                3 |     62700.00 |                       188100.00 |                250800.00 |            250800.00 |
| Internal Medicine |           2024 | Π47Μ     | UNINSURED          |                      1 |         11.00 |                  5 |                6 |    112100.00 |                       134520.00 |                246620.00 |            246620.00 |
| Internal Medicine |           2024 | Α22ΜΑ    | ARMED_FORCES       |                      1 |         11.00 |                 10 |                1 |    193800.00 |                        19380.00 |                213180.00 |            213180.00 |
| Internal Medicine |           2024 | Π28Μ     | PRIVATE_B          |                      1 |          9.00 |                 10 |                0 |    206200.00 |                            0.00 |                206200.00 |            206200.00 |
| Internal Medicine |           2024 | Α22ΜΑ    | PRIVATE_A          |                      1 |          3.00 |                 10 |                0 |    193800.00 |                            0.00 |                193800.00 |            193800.00 |
| Internal Medicine |           2024 | Α22ΜΑ    | PRIVATE_B          |                      1 |          6.00 |                 10 |                0 |    193800.00 |                            0.00 |                193800.00 |            193800.00 |
| Internal Medicine |           2024 | Θ20Χ     | UNINSURED          |                      1 |          6.00 |                  7 |                0 |    158000.00 |                            0.00 |                158000.00 |            158000.00 |
| Internal Medicine |           2024 | Π41Χ     | PRIVATE_A          |                      1 |          7.00 |                  2 |                5 |     41200.00 |                       103000.00 |                144200.00 |            144200.00 |
| Internal Medicine |           2024 | Π41Χ     | UNINSURED          |                      1 |          7.00 |                  2 |                5 |     41200.00 |                       103000.00 |                144200.00 |            144200.00 |
| Internal Medicine |           2024 | Ρ20Χ     | PRIVATE_B          |                      1 |          5.00 |                  6 |                0 |    126100.00 |                            0.00 |                126100.00 |            126100.00 |
| Internal Medicine |           2024 | Κ37Μ     | UNINSURED          |                      1 |          2.00 |                  6 |                0 |    119800.00 |                            0.00 |                119800.00 |            119800.00 |
| Internal Medicine |           2024 | Π41Μ     | ARMED_FORCES       |                      1 |          3.00 |                  5 |                0 |    102700.00 |                            0.00 |                102700.00 |            102700.00 |
| Internal Medicine |           2024 | Κ44Α     | ARMED_FORCES       |                      1 |          2.00 |                  1 |                1 |     31100.00 |                        31100.00 |                 62200.00 |             62200.00 |
| Internal Medicine |           2024 | Θ20Α     | PRIVATE_B          |                      1 |          2.00 |                  1 |                1 |     29700.00 |                        29700.00 |                 59400.00 |             59400.00 |
| Nephrology        |           2024 | Υ20Χ     | EFKA               |                     18 |          5.94 |                  3 |               56 |   1051200.00 |                     10901520.00 |              11952720.00 |          11952720.00 |
| Nephrology        |           2024 | Υ02Χ     | EFKA               |                     21 |          7.81 |                  2 |              122 |   2496900.00 |                      7252900.00 |               9749800.00 |           9749800.00 |
| Nephrology        |           2024 | Υ20Χ     | ARMED_FORCES       |                      4 |         11.00 |                  3 |               32 |    233600.00 |                      6229440.00 |               6463040.00 |           6463040.00 |
| Nephrology        |           2024 | Υ21Α     | EFKA               |                     29 |          7.76 |                  1 |              196 |    669900.00 |                      4527600.00 |               5197500.00 |           5197500.00 |
| Nephrology        |           2024 | Θ20Χ     | EFKA               |                      8 |          8.25 |                  7 |               15 |   1264000.00 |                      3385650.00 |               4649650.00 |           4649650.00 |
| Nephrology        |           2024 | Υ28Α     | EFKA               |                     20 |          7.05 |                  1 |              121 |    592000.00 |                      3581600.00 |               4173600.00 |           4173600.00 |
| Nephrology        |           2024 | Υ20Χ     | PRIVATE_B          |                      2 |         12.00 |                  3 |               18 |    116800.00 |                      3504060.00 |               3620860.00 |           3620860.00 |
| Nephrology        |           2024 | Θ20Μ     | EFKA               |                      8 |          5.25 |                 18 |                0 |   3436800.00 |                            0.00 |               3436800.00 |           3436800.00 |
| Nephrology        |           2024 | Κ37Χ     | EFKA               |                     16 |          7.69 |                  2 |               91 |    734400.00 |                      2088450.00 |               2822850.00 |           2822850.00 |
| Nephrology        |           2024 | Κ37Μ     | EFKA               |                      7 |          6.14 |                  6 |                8 |    838600.00 |                      1597360.00 |               2435960.00 |           2435960.00 |
| Nephrology        |           2024 | Θ20Α     | EFKA               |                     11 |          7.36 |                  1 |               70 |    326700.00 |                      2079000.00 |               2405700.00 |           2405700.00 |
| Nephrology        |           2024 | Υ20Χ     | PRIVATE_A          |                      5 |          4.80 |                  3 |               10 |    292000.00 |                      1946700.00 |               2238700.00 |           2238700.00 |
| Nephrology        |           2024 | Θ01Χ     | EFKA               |                      7 |          9.00 |                 12 |                0 |   1960700.00 |                            0.00 |               1960700.00 |           1960700.00 |
| Nephrology        |           2024 | Θ01Μ     | UNINSURED          |                      3 |          7.33 |                 27 |                0 |   1860600.00 |                            0.00 |               1860600.00 |           1860600.00 |
| Nephrology        |           2024 | Υ02Χ     | ARMED_FORCES       |                      4 |          7.50 |                  2 |               22 |    475600.00 |                      1307900.00 |               1783500.00 |           1783500.00 |
| Nephrology        |           2024 | Υ28Α     | PRIVATE_A          |                      8 |          7.25 |                  1 |               50 |    236800.00 |                      1480000.00 |               1716800.00 |           1716800.00 |
| Nephrology        |           2024 | Θ20Χ     | PRIVATE_B          |                      2 |          8.00 |                  7 |                6 |    316000.00 |                      1354260.00 |               1670260.00 |           1670260.00 |
| Nephrology        |           2024 | Κ37Μ     | PRIVATE_B          |                      2 |          8.50 |                  6 |                7 |    239600.00 |                      1397690.00 |               1637290.00 |           1637290.00 |
| Nephrology        |           2024 | Υ02Χ     | UNINSURED          |                      2 |         13.00 |                  2 |               22 |    237800.00 |                      1307900.00 |               1545700.00 |           1545700.00 |
| Nephrology        |           2024 | Υ21Α     | PRIVATE_A          |                      8 |          7.75 |                  1 |               54 |    184800.00 |                      1247400.00 |               1432200.00 |           1432200.00 |
| Nephrology        |           2024 | Υ02Χ     | PRIVATE_A          |                      4 |          5.75 |                  2 |               15 |    475600.00 |                       891750.00 |               1367350.00 |           1367350.00 |
| Nephrology        |           2024 | Υ02Χ     | PRIVATE_B          |                      3 |          7.67 |                  2 |               17 |    356700.00 |                      1010650.00 |               1367350.00 |           1367350.00 |
| Nephrology        |           2024 | Κ44Α     | EFKA               |                      6 |          6.67 |                  1 |               34 |    186600.00 |                      1057400.00 |               1244000.00 |           1244000.00 |
| Nephrology        |           2024 | Υ28Α     | PRIVATE_B          |                      5 |          8.40 |                  1 |               37 |    148000.00 |                      1095200.00 |               1243200.00 |           1243200.00 |
| Nephrology        |           2024 | Θ01Μ     | EFKA               |                      2 |          7.50 |                 27 |                0 |   1240400.00 |                            0.00 |               1240400.00 |           1240400.00 |
| Nephrology        |           2024 | Θ01Μ     | PRIVATE_A          |                      2 |          8.50 |                 27 |                0 |   1240400.00 |                            0.00 |               1240400.00 |           1240400.00 |
| Nephrology        |           2024 | Υ20Χ     | UNINSURED          |                      4 |          4.00 |                  3 |                5 |    233600.00 |                       973350.00 |               1206950.00 |           1206950.00 |
| Nephrology        |           2024 | Θ20Α     | PRIVATE_A          |                      5 |          7.60 |                  1 |               33 |    148500.00 |                       980100.00 |               1128600.00 |           1128600.00 |
| Nephrology        |           2024 | Κ44Α     | UNINSURED          |                      5 |          7.20 |                  1 |               31 |    155500.00 |                       964100.00 |               1119600.00 |           1119600.00 |
| Nephrology        |           2024 | Κ44Α     | ARMED_FORCES       |                      4 |          8.50 |                  1 |               30 |    124400.00 |                       933000.00 |               1057400.00 |           1057400.00 |
| Nephrology        |           2024 | Κ44Α     | PRIVATE_B          |                      3 |         11.00 |                  1 |               30 |     93300.00 |                       933000.00 |               1026300.00 |           1026300.00 |
| Nephrology        |           2024 | Κ37Χ     | ARMED_FORCES       |                      5 |          8.60 |                  2 |               33 |    229500.00 |                       757350.00 |                986850.00 |            986850.00 |
| Nephrology        |           2024 | Θ20Μ     | PRIVATE_B          |                      2 |          9.00 |                 18 |                0 |    859200.00 |                            0.00 |                859200.00 |            859200.00 |
| Nephrology        |           2024 | Θ20Μ     | UNINSURED          |                      2 |         10.50 |                 18 |                0 |    859200.00 |                            0.00 |                859200.00 |            859200.00 |
| Nephrology        |           2024 | Θ01Χ     | PRIVATE_A          |                      3 |          6.67 |                 12 |                0 |    840300.00 |                            0.00 |                840300.00 |            840300.00 |
| Nephrology        |           2024 | Θ20Χ     | PRIVATE_A          |                      1 |         10.00 |                  7 |                3 |    158000.00 |                       677130.00 |                835130.00 |            835130.00 |
| Nephrology        |           2024 | Θ20Α     | UNINSURED          |                      3 |          9.00 |                  1 |               24 |     89100.00 |                       712800.00 |                801900.00 |            801900.00 |
| Nephrology        |           2024 | Υ28Α     | ARMED_FORCES       |                      3 |          8.00 |                  1 |               21 |     88800.00 |                       621600.00 |                710400.00 |            710400.00 |
| Nephrology        |           2024 | Θ01Μ     | ARMED_FORCES       |                      1 |         12.00 |                 27 |                0 |    620200.00 |                            0.00 |                620200.00 |            620200.00 |
| Nephrology        |           2024 | Θ01Μ     | PRIVATE_B          |                      1 |         11.00 |                 27 |                0 |    620200.00 |                            0.00 |                620200.00 |            620200.00 |
| Nephrology        |           2024 | Υ28Α     | UNINSURED          |                      2 |         10.00 |                  1 |               18 |     59200.00 |                       532800.00 |                592000.00 |            592000.00 |
| Nephrology        |           2024 | Θ01Χ     | PRIVATE_B          |                      2 |         11.50 |                 12 |                0 |    560200.00 |                            0.00 |                560200.00 |            560200.00 |
| Nephrology        |           2024 | Κ37Μ     | PRIVATE_A          |                      3 |          5.00 |                  6 |                1 |    359400.00 |                       199670.00 |                559070.00 |            559070.00 |
| Nephrology        |           2024 | Κ37Χ     | PRIVATE_B          |                      3 |          8.00 |                  2 |               18 |    137700.00 |                       413100.00 |                550800.00 |            550800.00 |
| Nephrology        |           2024 | Υ21Α     | UNINSURED          |                      3 |          7.00 |                  1 |               18 |     69300.00 |                       415800.00 |                485100.00 |            485100.00 |
| Nephrology        |           2024 | Θ20Α     | ARMED_FORCES       |                      2 |          7.50 |                  1 |               13 |     59400.00 |                       386100.00 |                445500.00 |            445500.00 |
| Nephrology        |           2024 | Θ20Μ     | ARMED_FORCES       |                      1 |          8.00 |                 18 |                0 |    429600.00 |                            0.00 |                429600.00 |            429600.00 |
| Nephrology        |           2024 | Κ44Α     | PRIVATE_A          |                      2 |          5.50 |                  1 |                9 |     62200.00 |                       279900.00 |                342100.00 |            342100.00 |
| Nephrology        |           2024 | Υ21Α     | ARMED_FORCES       |                      2 |          7.00 |                  1 |               12 |     46200.00 |                       277200.00 |                323400.00 |            323400.00 |
| Nephrology        |           2024 | Θ20Χ     | ARMED_FORCES       |                      2 |          6.00 |                  7 |                0 |    316000.00 |                            0.00 |                316000.00 |            316000.00 |
| Nephrology        |           2024 | Θ01Χ     | ARMED_FORCES       |                      1 |         11.00 |                 12 |                0 |    280100.00 |                            0.00 |                280100.00 |            280100.00 |
| Nephrology        |           2024 | Θ01Χ     | UNINSURED          |                      1 |          4.00 |                 12 |                0 |    280100.00 |                            0.00 |                280100.00 |            280100.00 |
| Nephrology        |           2024 | Κ37Χ     | PRIVATE_A          |                      2 |          6.00 |                  2 |                8 |     91800.00 |                       183600.00 |                275400.00 |            275400.00 |
