+-------------------+------------+------------+--------------------+---------------------+
| department_name   | shift_type | shift_date | required_personnel | personnel_subclass  |
| Ophthalmology     | MORNING    | 2026-03-03 |                  1 | ACCOUNTANT          |
| Ophthalmology     | MORNING    | 2026-03-03 |                  3 | OPHTHALMOLOGY       |
| Ophthalmology     | MORNING    | 2026-03-03 |                  6 | NURSE               |
| Ophthalmology     | NIGHT      | 2026-03-03 |                  6 | NURSE               |
| Ophthalmology     | NIGHT      | 2026-03-03 |                  1 | REGISTRAR           |
| Ophthalmology     | NIGHT      | 2026-03-03 |                  1 | ARCHIVIST           |
| Ophthalmology     | NIGHT      | 2026-03-03 |                  3 | OPHTHALMOLOGY       |
| Orthopedics       | AFTERNOON  | 2026-03-03 |                  5 | NURSE               |
| Orthopedics       | AFTERNOON  | 2026-03-03 |                  1 | HEAD_NURSE          |
| Orthopedics       | AFTERNOON  | 2026-03-03 |                  3 | ORTHOPEDICS         |
| Orthopedics       | AFTERNOON  | 2026-03-03 |                  1 | REGISTRAR           |
| Orthopedics       | AFTERNOON  | 2026-03-03 |                  1 | BILLING_OFFICER     |
| Orthopedics       | MORNING    | 2026-03-03 |                  1 | ACCOUNTANT          |
| Orthopedics       | MORNING    | 2026-03-03 |                  1 | HR_ASSISTANT        |
| Orthopedics       | MORNING    | 2026-03-03 |                  2 | ASSISTANT_NURSE     |
| Orthopedics       | MORNING    | 2026-03-03 |                  4 | NURSE               |
| Orthopedics       | MORNING    | 2026-03-03 |                  3 | ORTHOPEDICS         |
| Orthopedics       | NIGHT      | 2026-03-03 |                  3 | ORTHOPEDICS         |
| Orthopedics       | NIGHT      | 2026-03-03 |                  1 | ASSISTANT_NURSE     |
| Orthopedics       | NIGHT      | 2026-03-03 |                  1 | SECRETARY           |
| Orthopedics       | NIGHT      | 2026-03-03 |                  1 | ACCOUNTANT          |
| Orthopedics       | NIGHT      | 2026-03-03 |                  5 | NURSE               |
| Pediatrics        | AFTERNOON  | 2026-03-03 |                  1 | HEAD_NURSE          |
| Pediatrics        | AFTERNOON  | 2026-03-03 |                  1 | ASSISTANT_NURSE     |
| Pediatrics        | AFTERNOON  | 2026-03-03 |                  4 | NURSE               |
| Pediatrics        | AFTERNOON  | 2026-03-03 |                  3 | PEDIATRICS          |
| Pediatrics        | AFTERNOON  | 2026-03-03 |                  1 | BILLING_OFFICER     |
| Pediatrics        | AFTERNOON  | 2026-03-03 |                  1 | REGISTRAR           |
| Pediatrics        | MORNING    | 2026-03-03 |                  1 | ACCOUNTANT          |
| Pediatrics        | MORNING    | 2026-03-03 |                  1 | ARCHIVIST           |
| Pediatrics        | MORNING    | 2026-03-03 |                  2 | ASSISTANT_NURSE     |
| Pediatrics        | MORNING    | 2026-03-03 |                  4 | NURSE               |
| Pediatrics        | MORNING    | 2026-03-03 |                  3 | PEDIATRICS          |
| Pediatrics        | NIGHT      | 2026-03-03 |                  3 | PEDIATRICS          |
| Pediatrics        | NIGHT      | 2026-03-03 |                  1 | HR_ASSISTANT        |
| Pediatrics        | NIGHT      | 2026-03-03 |                  1 | BILLING_OFFICER     |
| Pediatrics        | NIGHT      | 2026-03-03 |                  1 | ASSISTANT_NURSE     |
| Pediatrics        | NIGHT      | 2026-03-03 |                  5 | NURSE               |
| Psychiatry        | AFTERNOON  | 2026-03-03 |                  3 | PSYCHIATRY          |
| Psychiatry        | AFTERNOON  | 2026-03-03 |                  6 | NURSE               |
| Psychiatry        | AFTERNOON  | 2026-03-03 |                  1 | REGISTRAR           |
| Psychiatry        | AFTERNOON  | 2026-03-03 |                  1 | ACCOUNTANT          |
| Psychiatry        | MORNING    | 2026-03-03 |                  1 | ACCOUNTANT          |
| Psychiatry        | MORNING    | 2026-03-03 |                  1 | ARCHIVIST           |
| Psychiatry        | MORNING    | 2026-03-03 |                  1 | ASSISTANT_NURSE     |
| Psychiatry        | MORNING    | 2026-03-03 |                  5 | NURSE               |
| Psychiatry        | MORNING    | 2026-03-03 |                  3 | PSYCHIATRY          |
| Psychiatry        | NIGHT      | 2026-03-03 |                  3 | PSYCHIATRY          |
| Psychiatry        | NIGHT      | 2026-03-03 |                  1 | ASSISTANT_NURSE     |
| Psychiatry        | NIGHT      | 2026-03-03 |                  5 | NURSE               |
| Psychiatry        | NIGHT      | 2026-03-03 |                  1 | ARCHIVIST           |
| Psychiatry        | NIGHT      | 2026-03-03 |                  1 | SECRETARY           |
| Pulmonology       | AFTERNOON  | 2026-03-03 |                  1 | ASSISTANT_NURSE     |
| Pulmonology       | AFTERNOON  | 2026-03-03 |                  5 | NURSE               |
| Pulmonology       | AFTERNOON  | 2026-03-03 |                  3 | PULMONOLOGY         |
| Pulmonology       | AFTERNOON  | 2026-03-03 |                  1 | ACCOUNTANT          |
| Pulmonology       | AFTERNOON  | 2026-03-03 |                  1 | HR_ASSISTANT        |
| Pulmonology       | MORNING    | 2026-03-03 |                  1 | ACCOUNTANT          |
| Pulmonology       | MORNING    | 2026-03-03 |                  1 | BILLING_OFFICER     |
| Pulmonology       | MORNING    | 2026-03-03 |                  6 | NURSE               |
| Pulmonology       | MORNING    | 2026-03-03 |                  3 | PULMONOLOGY         |
| Pulmonology       | NIGHT      | 2026-03-03 |                  3 | PULMONOLOGY         |
| Pulmonology       | NIGHT      | 2026-03-03 |                  1 | ARCHIVIST           |
| Pulmonology       | NIGHT      | 2026-03-03 |                  1 | REGISTRAR           |
| Pulmonology       | NIGHT      | 2026-03-03 |                  6 | NURSE               |
| Surgery           | AFTERNOON  | 2026-03-03 |                  3 | GENERAL_SURGERY     |
| Surgery           | AFTERNOON  | 2026-03-03 |                  1 | ASSISTANT_NURSE     |
| Surgery           | AFTERNOON  | 2026-03-03 |                  5 | NURSE               |
| Surgery           | AFTERNOON  | 2026-03-03 |                  2 | BILLING_OFFICER     |
| Surgery           | MORNING    | 2026-03-03 |                  1 | SECRETARY           |
| Surgery           | MORNING    | 2026-03-03 |                  1 | REGISTRAR           |
| Surgery           | MORNING    | 2026-03-03 |                  3 | GENERAL_SURGERY     |
| Surgery           | MORNING    | 2026-03-03 |                  6 | NURSE               |
| Surgery           | NIGHT      | 2026-03-03 |                  2 | ASSISTANT_NURSE     |
| Surgery           | NIGHT      | 2026-03-03 |                  4 | NURSE               |
| Surgery           | NIGHT      | 2026-03-03 |                  1 | ACCOUNTANT          |
| Surgery           | NIGHT      | 2026-03-03 |                  1 | HR_ASSISTANT        |
| Surgery           | NIGHT      | 2026-03-03 |                  3 | GENERAL_SURGERY     |
| Cardiology        | AFTERNOON  | 2026-03-04 |                  3 | CARDIOLOGY          |
| Cardiology        | AFTERNOON  | 2026-03-04 |                  6 | NURSE               |
| Cardiology        | AFTERNOON  | 2026-03-04 |                  1 | HR_ASSISTANT        |
| Cardiology        | AFTERNOON  | 2026-03-04 |                  1 | ARCHIVIST           |
| Cardiology        | MORNING    | 2026-03-04 |                  1 | REGISTRAR           |
| Cardiology        | MORNING    | 2026-03-04 |                  1 | BILLING_OFFICER     |
| Cardiology        | MORNING    | 2026-03-04 |                  3 | CARDIOLOGY          |
| Cardiology        | MORNING    | 2026-03-04 |                  1 | HEAD_NURSE          |
| Cardiology        | MORNING    | 2026-03-04 |                  1 | ASSISTANT_NURSE     |
| Cardiology        | MORNING    | 2026-03-04 |                  4 | NURSE               |
| Cardiology        | NIGHT      | 2026-03-04 |                  1 | ASSISTANT_NURSE     |
| Cardiology        | NIGHT      | 2026-03-04 |                  5 | NURSE               |
| Cardiology        | NIGHT      | 2026-03-04 |                  1 | ARCHIVIST           |
| Cardiology        | NIGHT      | 2026-03-04 |                  1 | ACCOUNTANT          |
| Cardiology        | NIGHT      | 2026-03-04 |                  3 | CARDIOLOGY          |
| Emergency         | AFTERNOON  | 2026-03-04 |                  3 | EMERGENCY_MEDICINE  |
| Emergency         | AFTERNOON  | 2026-03-04 |                  2 | ASSISTANT_NURSE     |
| Emergency         | AFTERNOON  | 2026-03-04 |                  4 | NURSE               |
| Emergency         | AFTERNOON  | 2026-03-04 |                  2 | REGISTRAR           |
| Emergency         | MORNING    | 2026-03-04 |                  2 | ARCHIVIST           |
| Emergency         | MORNING    | 2026-03-04 |                  3 | EMERGENCY_MEDICINE  |
| Emergency         | MORNING    | 2026-03-04 |                  1 | HEAD_NURSE          |
| Emergency         | MORNING    | 2026-03-04 |                  5 | NURSE               |
| Emergency         | NIGHT      | 2026-03-04 |                  2 | ASSISTANT_NURSE     |
| Emergency         | NIGHT      | 2026-03-04 |                  4 | NURSE               |
| Emergency         | NIGHT      | 2026-03-04 |                  1 | SECRETARY           |
| Emergency         | NIGHT      | 2026-03-04 |                  1 | BILLING_OFFICER     |
| Emergency         | NIGHT      | 2026-03-04 |                  3 | EMERGENCY_MEDICINE  |
| ENT               | AFTERNOON  | 2026-03-04 |                  2 | ASSISTANT_NURSE     |
| ENT               | AFTERNOON  | 2026-03-04 |                  4 | NURSE               |
| ENT               | AFTERNOON  | 2026-03-04 |                  3 | OTORHINOLARYNGOLOGY |
| ENT               | AFTERNOON  | 2026-03-04 |                  1 | SECRETARY           |
| ENT               | AFTERNOON  | 2026-03-04 |                  1 | HR_ASSISTANT        |
| ENT               | MORNING    | 2026-03-04 |                  1 | ARCHIVIST           |
| ENT               | MORNING    | 2026-03-04 |                  1 | BILLING_OFFICER     |
| ENT               | MORNING    | 2026-03-04 |                  1 | ASSISTANT_NURSE     |
| ENT               | MORNING    | 2026-03-04 |                  5 | NURSE               |
| ENT               | MORNING    | 2026-03-04 |                  3 | OTORHINOLARYNGOLOGY |
| ENT               | NIGHT      | 2026-03-04 |                  3 | OTORHINOLARYNGOLOGY |
| ENT               | NIGHT      | 2026-03-04 |                  2 | ARCHIVIST           |
| ENT               | NIGHT      | 2026-03-04 |                  6 | NURSE               |
| Gastroenterology  | AFTERNOON  | 2026-03-04 |                  6 | NURSE               |
| Gastroenterology  | AFTERNOON  | 2026-03-04 |                  3 | GASTROENTEROLOGY    |
| Gastroenterology  | AFTERNOON  | 2026-03-04 |                  1 | SECRETARY           |
| Gastroenterology  | AFTERNOON  | 2026-03-04 |                  1 | ACCOUNTANT          |
| Gastroenterology  | MORNING    | 2026-03-04 |                  1 | REGISTRAR           |
| Gastroenterology  | MORNING    | 2026-03-04 |                  1 | HR_ASSISTANT        |
| Gastroenterology  | MORNING    | 2026-03-04 |                  1 | ASSISTANT_NURSE     |
| Gastroenterology  | MORNING    | 2026-03-04 |                  5 | NURSE               |
| Gastroenterology  | MORNING    | 2026-03-04 |                  3 | GASTROENTEROLOGY    |
| Gastroenterology  | NIGHT      | 2026-03-04 |                  3 | GASTROENTEROLOGY    |
| Gastroenterology  | NIGHT      | 2026-03-04 |                  1 | ARCHIVIST           |
| Gastroenterology  | NIGHT      | 2026-03-04 |                  1 | REGISTRAR           |
| Gastroenterology  | NIGHT      | 2026-03-04 |                  2 | ASSISTANT_NURSE     |
| Gastroenterology  | NIGHT      | 2026-03-04 |                  4 | NURSE               |
| ICU               | AFTERNOON  | 2026-03-04 |                  3 | INTENSIVE_CARE      |
| ICU               | AFTERNOON  | 2026-03-04 |                  1 | HEAD_NURSE          |
| ICU               | AFTERNOON  | 2026-03-04 |                  1 | ASSISTANT_NURSE     |
| ICU               | AFTERNOON  | 2026-03-04 |                  4 | NURSE               |
| ICU               | AFTERNOON  | 2026-03-04 |                  1 | SECRETARY           |
| ICU               | AFTERNOON  | 2026-03-04 |                  1 | ARCHIVIST           |
| ICU               | MORNING    | 2026-03-04 |                  1 | ACCOUNTANT          |
| ICU               | MORNING    | 2026-03-04 |                  1 | SECRETARY           |
| ICU               | MORNING    | 2026-03-04 |                  3 | INTENSIVE_CARE      |
| ICU               | MORNING    | 2026-03-04 |                  1 | ASSISTANT_NURSE     |
| ICU               | MORNING    | 2026-03-04 |                  5 | NURSE               |
| ICU               | NIGHT      | 2026-03-04 |                  2 | ASSISTANT_NURSE     |
| ICU               | NIGHT      | 2026-03-04 |                  4 | NURSE               |
| ICU               | NIGHT      | 2026-03-04 |                  1 | ARCHIVIST           |
| ICU               | NIGHT      | 2026-03-04 |                  1 | BILLING_OFFICER     |
| ICU               | NIGHT      | 2026-03-04 |                  3 | INTENSIVE_CARE      |
| Internal Medicine | AFTERNOON  | 2026-03-04 |                  1 | SECRETARY           |
| Internal Medicine | AFTERNOON  | 2026-03-04 |                  1 | REGISTRAR           |
| Internal Medicine | AFTERNOON  | 2026-03-04 |                  3 | INTERNAL_MEDICINE   |
| Internal Medicine | AFTERNOON  | 2026-03-04 |                  1 | ASSISTANT_NURSE     |
| Internal Medicine | AFTERNOON  | 2026-03-04 |                  5 | NURSE               |
| Internal Medicine | MORNING    | 2026-03-04 |                  6 | NURSE               |
| Internal Medicine | MORNING    | 2026-03-04 |                  3 | INTERNAL_MEDICINE   |
| Internal Medicine | MORNING    | 2026-03-04 |                  1 | ACCOUNTANT          |
| Internal Medicine | MORNING    | 2026-03-04 |                  1 | ARCHIVIST           |
| Internal Medicine | NIGHT      | 2026-03-04 |                  1 | HR_ASSISTANT        |
| Internal Medicine | NIGHT      | 2026-03-04 |                  1 | ARCHIVIST           |
| Internal Medicine | NIGHT      | 2026-03-04 |                  3 | INTERNAL_MEDICINE   |
| Internal Medicine | NIGHT      | 2026-03-04 |                  1 | HEAD_NURSE          |
| Internal Medicine | NIGHT      | 2026-03-04 |                  5 | NURSE               |
| Nephrology        | AFTERNOON  | 2026-03-04 |                  1 | ASSISTANT_NURSE     |
| Nephrology        | AFTERNOON  | 2026-03-04 |                  5 | NURSE               |
| Nephrology        | AFTERNOON  | 2026-03-04 |                  3 | NEPHROLOGY          |
| Nephrology        | AFTERNOON  | 2026-03-04 |                  1 | REGISTRAR           |
| Nephrology        | AFTERNOON  | 2026-03-04 |                  1 | ACCOUNTANT          |
| Nephrology        | MORNING    | 2026-03-04 |                  1 | SECRETARY           |
| Nephrology        | MORNING    | 2026-03-04 |                  1 | BILLING_OFFICER     |
| Nephrology        | MORNING    | 2026-03-04 |                  1 | HEAD_NURSE          |
| Nephrology        | MORNING    | 2026-03-04 |                  1 | ASSISTANT_NURSE     |
| Nephrology        | MORNING    | 2026-03-04 |                  4 | NURSE               |
| Nephrology        | MORNING    | 2026-03-04 |                  3 | NEPHROLOGY          |
| Nephrology        | NIGHT      | 2026-03-04 |                  3 | NEPHROLOGY          |
| Nephrology        | NIGHT      | 2026-03-04 |                  1 | BILLING_OFFICER     |
| Nephrology        | NIGHT      | 2026-03-04 |                  1 | ARCHIVIST           |
| Nephrology        | NIGHT      | 2026-03-04 |                  1 | ASSISTANT_NURSE     |
| Nephrology        | NIGHT      | 2026-03-04 |                  5 | NURSE               |
| Neurology         | AFTERNOON  | 2026-03-04 |                  3 | NEUROLOGY           |
| Neurology         | AFTERNOON  | 2026-03-04 |                  6 | NURSE               |
| Neurology         | AFTERNOON  | 2026-03-04 |                  1 | ACCOUNTANT          |
| Neurology         | AFTERNOON  | 2026-03-04 |                  1 | ARCHIVIST           |
| Neurology         | MORNING    | 2026-03-04 |                  1 | REGISTRAR           |
| Neurology         | MORNING    | 2026-03-04 |                  3 | NEUROLOGY           |
| Neurology         | MORNING    | 2026-03-04 |                  2 | ASSISTANT_NURSE     |
| Neurology         | MORNING    | 2026-03-04 |                  4 | NURSE               |
| Neurology         | MORNING    | 2026-03-04 |                  1 | BILLING_OFFICER     |
| Neurology         | NIGHT      | 2026-03-04 |                  1 | HR_ASSISTANT        |
| Neurology         | NIGHT      | 2026-03-04 |                  1 | ACCOUNTANT          |
| Neurology         | NIGHT      | 2026-03-04 |                  6 | NURSE               |
| Neurology         | NIGHT      | 2026-03-04 |                  3 | NEUROLOGY           |
| Oncology          | AFTERNOON  | 2026-03-04 |                  1 | ASSISTANT_NURSE     |
| Oncology          | AFTERNOON  | 2026-03-04 |                  5 | NURSE               |
| Oncology          | AFTERNOON  | 2026-03-04 |                  3 | ONCOLOGY            |
| Oncology          | AFTERNOON  | 2026-03-04 |                  1 | REGISTRAR           |
| Oncology          | AFTERNOON  | 2026-03-04 |                  1 | BILLING_OFFICER     |
| Oncology          | MORNING    | 2026-03-04 |                  1 | ARCHIVIST           |
| Oncology          | MORNING    | 2026-03-04 |                  1 | SECRETARY           |
| Oncology          | MORNING    | 2026-03-04 |                  1 | HEAD_NURSE          |
| Oncology          | MORNING    | 2026-03-04 |                  5 | NURSE               |
| Oncology          | MORNING    | 2026-03-04 |                  3 | ONCOLOGY            |
| Oncology          | NIGHT      | 2026-03-04 |                  3 | ONCOLOGY            |
| Oncology          | NIGHT      | 2026-03-04 |                  1 | ASSISTANT_NURSE     |
| Oncology          | NIGHT      | 2026-03-04 |                  5 | NURSE               |
| Oncology          | NIGHT      | 2026-03-04 |                  1 | BILLING_OFFICER     |
| Oncology          | NIGHT      | 2026-03-04 |                  1 | HR_ASSISTANT        |
| Ophthalmology     | AFTERNOON  | 2026-03-04 |                  1 | ACCOUNTANT          |
| Ophthalmology     | AFTERNOON  | 2026-03-04 |                  1 | ARCHIVIST           |
| Ophthalmology     | AFTERNOON  | 2026-03-04 |                  3 | OPHTHALMOLOGY       |
| Ophthalmology     | AFTERNOON  | 2026-03-04 |                  4 | NURSE               |
| Ophthalmology     | AFTERNOON  | 2026-03-04 |                  2 | ASSISTANT_NURSE     |
| Ophthalmology     | MORNING    | 2026-03-04 |                  1 | HEAD_NURSE          |
| Ophthalmology     | MORNING    | 2026-03-04 |                  3 | OPHTHALMOLOGY       |
| Ophthalmology     | MORNING    | 2026-03-04 |                  2 | BILLING_OFFICER     |
| Ophthalmology     | MORNING    | 2026-03-04 |                  1 | ASSISTANT_NURSE     |
| Ophthalmology     | MORNING    | 2026-03-04 |                  4 | NURSE               |
| Ophthalmology     | NIGHT      | 2026-03-04 |                  2 | ASSISTANT_NURSE     |
| Ophthalmology     | NIGHT      | 2026-03-04 |                  4 | NURSE               |
| Ophthalmology     | NIGHT      | 2026-03-04 |                  3 | OPHTHALMOLOGY       |
| Ophthalmology     | NIGHT      | 2026-03-04 |                  1 | REGISTRAR           |
| Ophthalmology     | NIGHT      | 2026-03-04 |                  1 | HR_ASSISTANT        |
| Orthopedics       | AFTERNOON  | 2026-03-04 |                  6 | NURSE               |
| Orthopedics       | AFTERNOON  | 2026-03-04 |                  1 | SECRETARY           |
| Orthopedics       | AFTERNOON  | 2026-03-04 |                  1 | ARCHIVIST           |
| Orthopedics       | AFTERNOON  | 2026-03-04 |                  3 | ORTHOPEDICS         |
| Orthopedics       | MORNING    | 2026-03-04 |                  3 | ORTHOPEDICS         |
| Orthopedics       | MORNING    | 2026-03-04 |                  5 | NURSE               |
| Orthopedics       | MORNING    | 2026-03-04 |                  1 | REGISTRAR           |
| Orthopedics       | MORNING    | 2026-03-04 |                  1 | HR_ASSISTANT        |
| Orthopedics       | MORNING    | 2026-03-04 |                  1 | ASSISTANT_NURSE     |
| Orthopedics       | NIGHT      | 2026-03-04 |                  1 | ASSISTANT_NURSE     |
| Orthopedics       | NIGHT      | 2026-03-04 |                  5 | NURSE               |
| Orthopedics       | NIGHT      | 2026-03-04 |                  3 | ORTHOPEDICS         |
| Orthopedics       | NIGHT      | 2026-03-04 |                  1 | BILLING_OFFICER     |
| Orthopedics       | NIGHT      | 2026-03-04 |                  1 | ARCHIVIST           |
| Pediatrics        | AFTERNOON  | 2026-03-04 |                  2 | SECRETARY           |
| Pediatrics        | AFTERNOON  | 2026-03-04 |                  3 | PEDIATRICS          |
| Pediatrics        | AFTERNOON  | 2026-03-04 |                  6 | NURSE               |
| Pediatrics        | MORNING    | 2026-03-04 |                  6 | NURSE               |
| Pediatrics        | MORNING    | 2026-03-04 |                  3 | PEDIATRICS          |
| Pediatrics        | MORNING    | 2026-03-04 |                  1 | ACCOUNTANT          |
| Pediatrics        | MORNING    | 2026-03-04 |                  1 | HR_ASSISTANT        |
| Pediatrics        | NIGHT      | 2026-03-04 |                  1 | REGISTRAR           |
| Pediatrics        | NIGHT      | 2026-03-04 |                  1 | ARCHIVIST           |
| Pediatrics        | NIGHT      | 2026-03-04 |                  3 | PEDIATRICS          |
| Pediatrics        | NIGHT      | 2026-03-04 |                  1 | ASSISTANT_NURSE     |
| Pediatrics        | NIGHT      | 2026-03-04 |                  5 | NURSE               |
| Psychiatry        | AFTERNOON  | 2026-03-04 |                  1 | ASSISTANT_NURSE     |
| Psychiatry        | AFTERNOON  | 2026-03-04 |                  5 | NURSE               |
| Psychiatry        | AFTERNOON  | 2026-03-04 |                  1 | BILLING_OFFICER     |
| Psychiatry        | AFTERNOON  | 2026-03-04 |                  1 | HR_ASSISTANT        |
| Psychiatry        | AFTERNOON  | 2026-03-04 |                  3 | PSYCHIATRY          |
| Psychiatry        | MORNING    | 2026-03-04 |                  3 | PSYCHIATRY          |
| Psychiatry        | MORNING    | 2026-03-04 |                  1 | HEAD_NURSE          |
| Psychiatry        | MORNING    | 2026-03-04 |                  5 | NURSE               |
| Psychiatry        | MORNING    | 2026-03-04 |                  1 | REGISTRAR           |
| Psychiatry        | MORNING    | 2026-03-04 |                  1 | HR_ASSISTANT        |
| Psychiatry        | NIGHT      | 2026-03-04 |                  1 | BILLING_OFFICER     |
| Psychiatry        | NIGHT      | 2026-03-04 |                  1 | ARCHIVIST           |
| Psychiatry        | NIGHT      | 2026-03-04 |                  3 | PSYCHIATRY          |
| Psychiatry        | NIGHT      | 2026-03-04 |                  2 | ASSISTANT_NURSE     |
| Psychiatry        | NIGHT      | 2026-03-04 |                  4 | NURSE               |
| Pulmonology       | AFTERNOON  | 2026-03-04 |                  1 | BILLING_OFFICER     |
| Pulmonology       | AFTERNOON  | 2026-03-04 |                  1 | ARCHIVIST           |
| Pulmonology       | AFTERNOON  | 2026-03-04 |                  2 | ASSISTANT_NURSE     |
| Pulmonology       | AFTERNOON  | 2026-03-04 |                  4 | NURSE               |
| Pulmonology       | AFTERNOON  | 2026-03-04 |                  3 | PULMONOLOGY         |
| Pulmonology       | MORNING    | 2026-03-04 |                  3 | PULMONOLOGY         |
| Pulmonology       | MORNING    | 2026-03-04 |                  2 | SECRETARY           |
| Pulmonology       | MORNING    | 2026-03-04 |                  2 | ASSISTANT_NURSE     |
| Pulmonology       | MORNING    | 2026-03-04 |                  4 | NURSE               |
| Pulmonology       | NIGHT      | 2026-03-04 |                  1 | HEAD_NURSE          |
| Pulmonology       | NIGHT      | 2026-03-04 |                  5 | NURSE               |
| Pulmonology       | NIGHT      | 2026-03-04 |                  3 | PULMONOLOGY         |
| Pulmonology       | NIGHT      | 2026-03-04 |                  1 | REGISTRAR           |
| Pulmonology       | NIGHT      | 2026-03-04 |                  1 | HR_ASSISTANT        |
| Surgery           | AFTERNOON  | 2026-03-04 |                  6 | NURSE               |
| Surgery           | AFTERNOON  | 2026-03-04 |                  1 | ARCHIVIST           |
| Surgery           | AFTERNOON  | 2026-03-04 |                  1 | HR_ASSISTANT        |
| Surgery           | AFTERNOON  | 2026-03-04 |                  3 | GENERAL_SURGERY     |
| Surgery           | MORNING    | 2026-03-04 |                  3 | GENERAL_SURGERY     |
| Surgery           | MORNING    | 2026-03-04 |                  1 | HEAD_NURSE          |
| Surgery           | MORNING    | 2026-03-04 |                  1 | ASSISTANT_NURSE     |
| Surgery           | MORNING    | 2026-03-04 |                  4 | NURSE               |
| Surgery           | MORNING    | 2026-03-04 |                  1 | SECRETARY           |
| Surgery           | MORNING    | 2026-03-04 |                  1 | REGISTRAR           |
| Surgery           | NIGHT      | 2026-03-04 |                  1 | ACCOUNTANT          |
| Surgery           | NIGHT      | 2026-03-04 |                  1 | ARCHIVIST           |
| Surgery           | NIGHT      | 2026-03-04 |                  3 | GENERAL_SURGERY     |
| Surgery           | NIGHT      | 2026-03-04 |                  1 | ASSISTANT_NURSE     |
| Surgery           | NIGHT      | 2026-03-04 |                  5 | NURSE               |
| Cardiology        | AFTERNOON  | 2026-03-05 |                  6 | NURSE               |
| Cardiology        | AFTERNOON  | 2026-03-05 |                  1 | REGISTRAR           |
| Cardiology        | AFTERNOON  | 2026-03-05 |                  1 | BILLING_OFFICER     |
| Cardiology        | AFTERNOON  | 2026-03-05 |                  3 | CARDIOLOGY          |
| Cardiology        | MORNING    | 2026-03-05 |                  3 | CARDIOLOGY          |
| Cardiology        | MORNING    | 2026-03-05 |                  1 | ACCOUNTANT          |
| Cardiology        | MORNING    | 2026-03-05 |                  1 | ARCHIVIST           |
| Cardiology        | MORNING    | 2026-03-05 |                  2 | ASSISTANT_NURSE     |
| Cardiology        | MORNING    | 2026-03-05 |                  4 | NURSE               |
| Cardiology        | NIGHT      | 2026-03-05 |                  1 | HEAD_NURSE          |
| Cardiology        | NIGHT      | 2026-03-05 |                  1 | ASSISTANT_NURSE     |
| Cardiology        | NIGHT      | 2026-03-05 |                  4 | NURSE               |
| Cardiology        | NIGHT      | 2026-03-05 |                  1 | SECRETARY           |
| Cardiology        | NIGHT      | 2026-03-05 |                  1 | HR_ASSISTANT        |
| Cardiology        | NIGHT      | 2026-03-05 |                  3 | CARDIOLOGY          |
| Emergency         | AFTERNOON  | 2026-03-05 |                  3 | EMERGENCY_MEDICINE  |
| Emergency         | AFTERNOON  | 2026-03-05 |                  1 | HEAD_NURSE          |
| Emergency         | AFTERNOON  | 2026-03-05 |                  2 | ASSISTANT_NURSE     |
| Emergency         | AFTERNOON  | 2026-03-05 |                  3 | NURSE               |
| Emergency         | AFTERNOON  | 2026-03-05 |                  1 | HR_ASSISTANT        |
| Emergency         | AFTERNOON  | 2026-03-05 |                  1 | BILLING_OFFICER     |
| Emergency         | MORNING    | 2026-03-05 |                  1 | BILLING_OFFICER     |
| Emergency         | MORNING    | 2026-03-05 |                  1 | ARCHIVIST           |
| Emergency         | MORNING    | 2026-03-05 |                  3 | EMERGENCY_MEDICINE  |
| Emergency         | MORNING    | 2026-03-05 |                  6 | NURSE               |
| Emergency         | NIGHT      | 2026-03-05 |                  1 | ASSISTANT_NURSE     |
| Emergency         | NIGHT      | 2026-03-05 |                  5 | NURSE               |
| Emergency         | NIGHT      | 2026-03-05 |                  1 | ACCOUNTANT          |
| Emergency         | NIGHT      | 2026-03-05 |                  1 | ARCHIVIST           |
| Emergency         | NIGHT      | 2026-03-05 |                  3 | EMERGENCY_MEDICINE  |
| ENT               | AFTERNOON  | 2026-03-05 |                  6 | NURSE               |
| ENT               | AFTERNOON  | 2026-03-05 |                  3 | OTORHINOLARYNGOLOGY |
| ENT               | AFTERNOON  | 2026-03-05 |                  2 | REGISTRAR           |
| ENT               | MORNING    | 2026-03-05 |                  1 | BILLING_OFFICER     |
| ENT               | MORNING    | 2026-03-05 |                  1 | ACCOUNTANT          |
| ENT               | MORNING    | 2026-03-05 |                  3 | OTORHINOLARYNGOLOGY |
| ENT               | MORNING    | 2026-03-05 |                  3 | ASSISTANT_NURSE     |
| ENT               | MORNING    | 2026-03-05 |                  3 | NURSE               |
| ENT               | NIGHT      | 2026-03-05 |                  1 | HEAD_NURSE          |
| ENT               | NIGHT      | 2026-03-05 |                  1 | ASSISTANT_NURSE     |
| ENT               | NIGHT      | 2026-03-05 |                  4 | NURSE               |
| ENT               | NIGHT      | 2026-03-05 |                  3 | OTORHINOLARYNGOLOGY |
| ENT               | NIGHT      | 2026-03-05 |                  1 | ACCOUNTANT          |
| ENT               | NIGHT      | 2026-03-05 |                  1 | ARCHIVIST           |
| Gastroenterology  | AFTERNOON  | 2026-03-05 |                  3 | GASTROENTEROLOGY    |
| Gastroenterology  | AFTERNOON  | 2026-03-05 |                  1 | ARCHIVIST           |
| Gastroenterology  | AFTERNOON  | 2026-03-05 |                  1 | ACCOUNTANT          |
| Gastroenterology  | AFTERNOON  | 2026-03-05 |                  6 | NURSE               |
| Gastroenterology  | MORNING    | 2026-03-05 |                  1 | ASSISTANT_NURSE     |
